gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
BEX3;3,32620198073804e-20;0,524688217784121;0,994;0,986;5,98217426235737e-16
NDUFA1;3,71587366627474e-20;0,524975428528035;0,929;0,793;6,68299878879511e-16
LSS;4,22267521512477e-20;0,578916146429083;0,653;0,303;7,59448137440189e-16
S100B;4,22837606091960e-20;0,810650114147224;0,462;0,115;7,60473434556390e-16
GTF2I;4,88661360544783e-20;0,531184565931902;0,974;0,938;8,78857456939792e-16
MGST1;5,07369803019203e-20;0,775838808397728;0,528;0,178;9,12504590730037e-16
CHL1;6,67513728787234e-20;0,627731317188225;0,753;0,476;1,20052344122384e-15
MIAT;8,25436850177607e-20;0,764867262550129;0,737;0,452;1,48454817504443e-15
IDI1;9,00017216047407e-20;0,607468004769726;0,645;0,322;1,61868096306126e-15
AL627171.2;9,18984289404147e-20;-0,631257546996950;0,285;0,596;1,65279324449336e-15
MAL;1,18433983564789e-19;-0,288902697204905;0,027;0,192;2,13003519441272e-15
PFN2;2,05336749680180e-19;0,543731052238916;0,946;0,822;3,69298144299805e-15
CNTN1;2,33532770791240e-19;0,624557230679324;0,731;0,452;4,20008688268045e-15
CFL1;2,80415079713184e-19;0,470303226825237;0,995;0,986;5,04326520864162e-15
COX6A1;2,92917405080146e-19;0,489286063522303;0,986;0,947;5,26811953036642e-15
NTRK2;3,11576857769001e-19;0,690562646774672;0,821;0,505;5,60370978697549e-15
HOXB3;3,36017666463759e-19;0,563073967875566;0,620;0,288;6,04327773135070e-15
GDI1;4,33084923247663e-19;0,545324203133663;0,952;0,837;7,78903234460921e-15
SREBF2;4,87582752971812e-19;0,571763773851065;0,823;0,572;8,76917581219804e-15
YWHAQ;8,20258412115732e-19;0,545690582207354;0,975;0,942;1,47523475419014e-14
BEX1;1,21522935306382e-18;0,672386826534230;0,913;0,769;2,18558999148529e-14
FTH1;1,31187860690012e-18;0,384640325947553;1,000;1,000;2,35941367450986e-14
MAGED1;1,52615983182389e-18;0,476988429609881;0,963;0,942;2,74479845753527e-14
CAMTA1;1,82852283860842e-18;0,536964857688090;0,783;0,476;3,28859832523724e-14
HOXB-AS3;2,17081414596888e-18;0,567618105626799;0,517;0,178;3,90420924152503e-14
KLC1;2,17779612999499e-18;0,602491509819203;0,916;0,784;3,91676633979598e-14
PTPRZ1;2,46726776234886e-18;0,636944328203811;0,600;0,274;4,43738107058442e-14
SLIT1;2,61880764293599e-18;0,618433816182813;0,760;0,471;4,70992554582039e-14
TKTL1;2,93943161433530e-18;0,694701091900348;0,336;0,034;5,28656775838204e-14
STMN1;3,38679119602976e-18;0,577476546408529;0,994;0,986;6,09114396605952e-14
TUBB3;4,11933177938130e-18;0,793660083258566;0,920;0,798;7,40861820521726e-14
HSPA8;4,90973537224286e-18;0,478133997836201;0,998;0,981;8,83015906697878e-14
AUTS2;5,06266693427650e-18;0,627442460436656;0,610;0,308;9,10520648129629e-14
ATP5ME;5,65879406305899e-18;0,410342651023822;0,994;0,971;1,01773411224116e-13
RTN3;6,47214107589608e-18;0,562296512465545;0,947;0,851;1,16401457249991e-13
MARCKS;7,08562211714150e-18;0,451693931014231;0,992;0,981;1,27434913776790e-13
FADS2;8,64959662264555e-18;0,559355158189029;0,718;0,433;1,55562995258280e-13
TNC;9,19276010206478e-18;0,637245575938106;0,453;0,139;1,65331790435635e-13
SCD5;1,08495890881033e-17;0,585528818703262;0,716;0,442;1,95129859749539e-13
INPP5F;1,15847711587217e-17;0,585207589242428;0,527;0,197;2,08352109289609e-13
