gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
DUSP26,1.0839292779563844e-15,0.3081354700940183,0.225,0.02,1.9536741305885872e-11
ATP5PO,1.1150739727239547e-15,0.3693103489856413,0.9,0.767,2.009809328437656e-11
COX17,1.1629664032602328e-15,0.41040985256543383,0.676,0.422,2.0961306452362438e-11
DYNLL2,1.1659062246421837e-15,0.4479747586536207,0.711,0.456,2.101429379295072e-11
MT-CYB,1.214604543813352e-15,-0.576117434962315,1,1,2.1892032297691858e-11
MAP1LC3B,1.3832974388568978e-15,0.3985395709765429,0.793,0.557,2.4932553037956725e-11
NCAN,1.4296422427914637e-15,0.42647822119308737,0.48,0.226,2.5767871784073343e-11
SEZ6,1.4821158743669112e-15,0.41444871371844044,0.35,0.111,2.671365651958921e-11
L1CAM,1.707561461536216e-15,0.5694643134464943,0.543,0.294,3.0777087782728755e-11
RAB6B,1.988252168820189e-15,0.49697080729550325,0.665,0.439,3.583625709081509e-11
ST6GAL2,2.0534906065005997e-15,0.4401473169626466,0.43,0.182,3.701211469156681e-11
HS6ST1,2.0593676358665383e-15,0.43780518554845205,0.6,0.338,3.7118042268858486e-11
LMO3,2.0705902604576158e-15,0.4033785380493484,0.444,0.189,3.7320318854488064e-11
APLP1,2.1371961471408723e-15,0.5127342680666853,0.794,0.605,3.8520823356067084e-11
B3GAT1,2.353916433056816e-15,0.3729422970277228,0.41,0.155,4.242698978941605e-11
ANK3,2.410535291728724e-15,0.4208348285350371,0.466,0.209,4.344748809811852e-11
TKTL1,2.704851606692255e-15,0.5820782571730907,0.341,0.108,4.87522453590212e-11
NPTX2,2.7663556907798665e-15,0.4017139811997463,0.436,0.182,4.986079497061631e-11
BEX5,2.768444133207317e-15,0.516940701971154,0.494,0.24,4.989843705692868e-11
SCN3B,2.9698909929712865e-15,0.5238014967405089,0.549,0.304,5.3529315257314466e-11
HNRNPDL,3.365591835671943e-15,0.418853126337408,0.92,0.848,6.06614272461511e-11
CXADR,3.4894424964938987e-15,0.4910194781169013,0.637,0.432,6.289371155680604e-11
GLUD1,3.5434394454348e-15,0.4066056185000142,0.643,0.372,6.386695256451683e-11
PCP4L1,3.549331311787824e-15,0.32887567115367333,0.251,0.041,6.397314756366375e-11
UBA1,3.891212207808697e-15,0.4218838285023898,0.862,0.699,7.013520883354395e-11
GPM6B,4.005116463411237e-15,0.49118878328844096,0.794,0.584,7.218821913652414e-11
CDK5R1,4.1218728626022016e-15,0.5130270651086624,0.556,0.318,7.429263647554208e-11
NMNAT2,4.3710397428570934e-15,0.3889589544536419,0.398,0.152,7.878362032525625e-11
TMEM130,4.52252567609963e-15,0.4560616093651705,0.55,0.304,8.151400278601973e-11
IP6K2,4.782375175722789e-15,0.4410095399895759,0.668,0.453,8.619753016722756e-11
NEUROD2,5.069529170200896e-15,0.33695018820854117,0.234,0.03,9.137319376370095e-11
TMEM59L,5.503547014097133e-15,0.43745227580087787,0.784,0.578,9.919593138208672e-11
ATP5IF1,5.8902868112693674e-15,0.38676954882205883,0.944,0.895,1.0616652948631908e-10
SQLE,6.022543793943128e-15,0.5279732314794818,0.519,0.301,1.0855032934203094e-10
PPP2CA,7.405907611458105e-15,0.4290877982587956,0.689,0.473,1.334840787889209e-10
MAGED2,7.642776345285827e-15,0.36880500164723284,0.972,0.929,1.3775340084743174e-10
CSNK1E,7.835369863797261e-15,0.4037336924419057,0.76,0.561,1.4122470642508183e-10
GDAP1L1,8.614533402279204e-15,0.41217829404317124,0.428,0.179,1.5526835004268036e-10
AZIN1,9.001182296474034e-15,0.4467760827591195,0.687,0.493,1.62237309711648e-10
IDS,9.48299786598543e-15,0.4183938456576304,0.843,0.706,1.7092155353652137e-10
CYFIP2,9.817315254928877e-15,0.45571863623227965,0.526,0.291,1.7694729015483807e-10
SNAP91,9.892104610145651e-15,0.48776047874075773,0.507,0.274,1.782952934932652e-10
ARHGAP21,1.0340994902992054e-14,0.4086882529316972,0.49,0.243,1.8638609213152878e-10
SFPQ,1.0505965032584871e-14,0.4126968441157428,0.909,0.801,1.8935951374730974e-10
HOXC8,1.2074293815050115e-14,0.40008558636382496,0.371,0.135,2.1762707172246327e-10
ELAVL2,1.2238797617585368e-14,0.40141405083528725,0.412,0.169,2.2059208825935868e-10
NME1,1.242797841526215e-14,0.38365748716377546,0.589,0.334,2.24001882956685e-10
HSPE1,1.2476372339533196e-14,0.36579715690537684,0.869,0.709,2.2487413504774632e-10
C9orf16,1.4296478032535684e-14,0.4183652217499101,0.815,0.652,2.576797200584232e-10
MDH1,1.4428368868439554e-14,0.4174427468415778,0.796,0.615,2.6005692048475453e-10
AP2M1,1.5534436630337303e-14,0.4015892205226459,0.926,0.861,2.7999268582519957e-10
CADM4,1.736121503718462e-14,0.41137132880287913,0.429,0.193,3.1291853983021554e-10
SLC25A4,2.066851291628166e-14,0.400983872357803,0.657,0.412,3.7252927680306067e-10
ATP6V0A1,2.1150805328360525e-14,0.4309042146234112,0.619,0.392,3.812221152383701e-10
SHTN1,2.1220119687685295e-14,0.4001967920380574,0.392,0.155,3.824714372508398e-10
MACF1,2.1339564048398977e-14,0.40373497907423495,0.753,0.581,3.8462430240834316e-10
ANOS1,2.1893734687343877e-14,0.3575115106908577,0.303,0.084,3.9461267400468606e-10
ABAT,2.279285232799641e-14,0.42416518393171476,0.585,0.338,4.108183703598073e-10
NTS,2.4000745888212538e-14,-0.334891921931661,0.1,0.277,4.3258944388914277e-10
TUBB4B,2.4272596878011985e-14,0.395296302842552,0.849,0.682,4.3748928612928804e-10
GRIA2,2.4278797440475024e-14,0.40696525772665343,0.392,0.155,4.3760104506712185e-10
DST,2.4376012493154998e-14,0.4620306557657152,0.794,0.578,4.393532491766257e-10
MAPK8IP2,2.6930891653777082e-14,0.4436552584583436,0.471,0.236,4.854023911676781e-10
WDR6,2.7526638706517278e-14,0.39681940720493525,0.725,0.48,4.961401360462674e-10
LAMTOR5,2.7797233510117954e-14,0.41313717362662905,0.763,0.534,5.01017336786366e-10
TIMP1,2.784889146943197e-14,-0.4442074530360921,0.379,0.628,5.019484198450419e-10
SMARCA4,3.093082053830582e-14,0.40545395747669766,0.747,0.537,5.574971093824241e-10
RBM3,3.1131965376092834e-14,0.4107046405921835,0.706,0.48,5.611225439386973e-10
CADPS,3.140749123013204e-14,0.395975786375072,0.46,0.216,5.660886219318999e-10
MOAP1,3.197670302196099e-14,0.46098111052863644,0.602,0.382,5.763480952678249e-10
RPS2,3.254584846394781e-14,-0.36114997041799857,1,1,5.866063727141953e-10
SEMA5B,3.3562349402584565e-14,0.4081112171297801,0.403,0.166,6.049277856321842e-10
MYT1L,3.375452470376353e-14,0.366086995356916,0.382,0.142,6.083915532606339e-10
YWHAB,3.38075922559507e-14,0.42384885735832634,0.8,0.659,6.093480428212554e-10
MDH2,3.6523710163484676e-14,0.392416824045565,0.656,0.422,6.583033519866478e-10
RPS18,3.692929954871795e-14,-0.4933446943203239,1,1,6.656136950660923e-10
NCAM1,3.722233486531457e-14,0.42200615140127296,0.938,0.834,6.708953636124298e-10
AC132217.1,3.774240091570373e-14,-0.3192053774746001,0.054,0.199,6.802690341046441e-10
TBCB,3.7816214110667e-14,0.4044030687273864,0.727,0.514,6.815994431306621e-10
TNNT3,3.848872770473257e-14,0.5871635577379382,0.698,0.544,6.937208281500999e-10
UQCR11,3.983008703689411e-14,0.36473353439351586,0.978,0.966,7.178974887529795e-10
UQCRC2,4.2382517680557977e-14,0.3951168536300058,0.638,0.405,7.63902498674377e-10
RPL28,4.3260701222529934e-14,-0.3496336549639327,1,1,7.797308788348796e-10
YPEL3,4.739249243730319e-14,0.3958635334310876,0.618,0.372,8.542022836899527e-10
SUGP2,4.815310389981219e-14,0.42684476622114564,0.663,0.422,8.679115446902149e-10
APC,4.8967936837488195e-14,0.4034834940239102,0.475,0.236,8.825980935588872e-10
VAMP2,5.0879918194758993e-14,0.4448163897474716,0.737,0.52,9.170596455423361e-10
DYNLRB1,5.1588942981193176e-14,0.3953668744338632,0.812,0.628,9.298391082930258e-10
UQCR10,5.16306664846767e-14,0.3616403807855726,0.957,0.909,9.305911327198128e-10
PPDPF,5.6635611284153214e-14,-0.38313661533731413,0.817,0.919,1.0208002577855775e-9
KIAA0895L,5.713803325611265e-14,0.42211408782898563,0.56,0.328,1.0298559114081743e-9
RPS3,5.731926878351626e-14,-0.40293982390450145,0.993,0.997,1.033122500554097e-9
TAFA5,5.859247248411849e-14,0.38623241113278417,0.35,0.125,1.0560707240537516e-9
IFITM3,5.964767855322095e-14,-0.3687166003692095,0.368,0.618,1.0750897582432545e-9
MRFAP1,6.621615375982426e-14,0.3521107965013772,0.902,0.743,1.1934799553670724e-9
TSC22D1,6.830605642160467e-14,0.3950373415313595,0.865,0.726,1.2311483609430026e-9
SNRNP200,7.193650987928918e-14,0.3775970612172901,0.752,0.527,1.2965836540643081e-9
HOXA10,8.01068525246928e-14,0.504631755219876,0.486,0.27,1.4438459099050631e-9
RPS9,8.21621591207487e-14,-0.3666104893780586,0.952,0.983,1.4808907559923746e-9
NDUFV2,8.513129658721842e-14,0.38834858128189564,0.658,0.412,1.5344064896880249e-9
SLC1A2,9.078190454951392e-14,0.4108798738051876,0.457,0.23,1.636253047600439e-9
HNRNPD,9.49207736283785e-14,0.39080546532666394,0.759,0.547,1.710852023877894e-9
HES4,9.52083396584852e-14,0.42340425550744093,0.522,0.294,1.7160351140045372e-9
PTOV1,9.524873818883197e-14,0.38471471683291525,0.891,0.794,1.7167632571155075e-9
VGF,9.818919186287278e-14,0.46216515397500396,0.378,0.159,1.7697619941364189e-9
DNM1,1.1036617296490048e-13,0.4635944757429076,0.621,0.416,1.989239901519366e-9
HDAC2,1.1095132510815084e-13,0.39496329514851536,0.619,0.375,1.9997866837493106e-9
TRO,1.1159421210782954e-13,0.4474468376207177,0.717,0.483,2.01137407903152e-9
ATP6V0C,1.1899474651364364e-13,0.4155521604543493,0.934,0.875,2.144761311161913e-9
RAB1A,1.2394231636783227e-13,0.39195303639471457,0.803,0.659,2.233936310213809e-9
MDK,1.2637696594571217e-13,-0.4361562049563308,0.896,0.949,2.2778184342055162e-9
UBL5,1.3435340213917648e-13,0.3226198690751021,0.984,0.966,2.4215857201565167e-9
RBFOX2,1.388555917426727e-13,0.43763119427486297,0.784,0.639,2.502733185569933e-9
ATP1B3,1.6216641861162517e-13,0.4093344769249828,0.639,0.422,2.922887529055932e-9
GNG3,1.6539211426303235e-13,0.45253140988479523,0.589,0.355,2.9810274674768953e-9
PRKAR1B,1.7184267462820057e-13,0.41640928999575033,0.421,0.196,3.097292367498687e-9
SYN1,1.7985911877359338e-13,0.46185490055996226,0.51,0.267,3.241780756775247e-9
RAB2A,1.8259794489143674e-13,0.40641660016503467,0.604,0.389,3.291145358723256e-9
UQCRH,1.8515511151998355e-13,0.360637325025992,0.957,0.885,3.3372357300361835e-9
BICC1,1.9298397543552306e-13,-0.3366742890395178,0.119,0.297,3.4783431732498678e-9
GAD1,2.0103465725839392e-13,0.2799900917691553,0.205,0.024,3.623448662425292e-9
PI4KA,2.081532278340029e-13,0.38906404970343456,0.649,0.446,3.751753778480068e-9
HMGB1,2.3301252880898505e-13,0.3497071264053313,0.94,0.875,4.199817819253147e-9
SNRNP70,2.3833208094117834e-13,0.4067102320562326,0.759,0.578,4.295697426883799e-9
EBP,2.3921223888683906e-13,0.38001891010042715,0.438,0.206,4.311561393696387e-9
PRDM8,2.410435023224943e-13,0.303566849662554,0.236,0.044,4.344568085860638e-9
RPL8,2.4593994278387236e-13,-0.27988272835097394,1,1,4.432821528736515e-9
KIFAP3,2.4872481560975504e-13,0.4273336456975878,0.607,0.399,4.483016076550225e-9
SLC1A3,2.517852372821984e-13,0.55050531829781435,0.667,0.446,4.538177116774344e-9
HOXC4,2.685069759643399e-13,0.48571626996684647,0.679,0.52,4.839569734781262e-9
TERF2IP,2.6873130982168637e-13,0.4205207658966881,0.722,0.544,4.843613128226075e-9
TMEM259,2.715611346606957e-13,0.40606574578866295,0.694,0.486,4.894617891124379e-9
ATP1A3,3.084436771438607e-13,0.46047471016113795,0.546,0.314,5.5593888368409455e-9
RPL13A,3.1057353929029635e-13,-0.3379847589441738,1,1,5.5977774721683015e-9
CYCS,3.107788018701074e-13,0.3939947204719866,0.754,0.557,5.601477124906816e-9
GPRIN1,4.068608764728618e-13,0.3641024913181068,0.361,0.139,7.333260437546862e-9
PKD1,4.327681850783714e-13,0.4260051153746077,0.675,0.466,7.800213767852566e-9
KRT10,4.69185944735656e-13,0.3533837835969602,0.694,0.476,8.456607467915464e-9
TTYH3,4.73012471037505e-13,0.38263485830743893,0.76,0.571,8.525576777979991e-9
ACSL6,4.762947897319001e-13,0.34569464935955985,0.38,0.155,8.584737290127768e-9
HMGA1,4.798262442805436e-13,0.3774593186835645,0.416,0.193,8.648388226912519e-9
NDUFC2,4.878302773686387e-13,0.3439606499100383,0.904,0.838,8.792652919292343e-9
OGA,5.335823739740478e-13,0.3935983473135072,0.781,0.611,9.617288708508238e-9
GLRA2,5.383648841955253e-13,0.3296192397993164,0.308,0.098,9.703488672740147e-9
CHGA,5.526770408781125e-13,0.41352065369194074,0.387,0.169,9.961450984787099e-9
TSPAN5,5.63060245933099e-13,0.37860415633087396,0.447,0.223,1.0148597872698177e-8
DRAP1,6.41027517752007e-13,0.35425581403534545,0.609,0.382,1.1553879979962175e-8
RPL12,7.063203573700624e-13,-0.3951282826970579,0.994,1,1.2730718121238004e-8
DPYSL4,7.719814277792699e-13,0.40800885803292136,0.532,0.311,1.3914193254293561e-8
PTBP2,7.720903972958388e-13,0.34750609658193676,0.41,0.186,1.3916157320860197e-8
SS18L1,8.656193701251235e-13,0.3478103291900916,0.379,0.155,1.5601923527135227e-8
PSMD2,8.762576462502152e-13,0.35776748166013483,0.691,0.463,1.5793667816013878e-8
BSCL2,9.357896772087962e-13,0.4005677459868964,0.719,0.517,1.6866673142011343e-8
SERINC1,9.814031685151203e-13,0.41519888775536784,0.893,0.828,1.768881070931653e-8
ELAVL4,9.956403066697285e-13,0.3896619132259285,0.404,0.176,1.7945420887415188e-8
KIDINS220,9.97250310321259e-13,0.41315796803186555,0.695,0.5,1.797443959323037e-8
RIMKLB,1.0387663420718744e-12,0.3803372101658968,0.54,0.318,1.8722724549503466e-8
PTPRA,1.1193938669973573e-12,0.3419354083689474,0.682,0.453,2.0175955058760367e-8
MTRNR2L12,1.1496382516008638e-12,-0.5871985322301163,0.622,0.831,2.0721079846853968e-8
NT5DC2,1.1785614216502677e-12,0.35753204669041494,0.631,0.416,2.1242391063824424e-8
ENAH,1.2239852337870645e-12,0.36213930925528837,0.645,0.419,2.206110985377805e-8
KHDRBS1,1.2360557018194135e-12,0.34319333631966265,0.71,0.5,2.227866796959311e-8
GNAO1,1.2604501759595461e-12,0.4303882213939294,0.576,0.348,2.271835397149486e-8
ILF3,1.2918801579786266e-12,0.3543439880885626,0.819,0.666,2.3284847967406765e-8
PBX3,1.2997187501661653e-12,0.40795498987098733,0.579,0.375,2.342613075299496e-8
CNTNAP2,1.3725676906821478e-12,-0.4589326092040772,0.416,0.605,2.473916005685503e-8
DSTN,1.4009117020657403e-12,0.3180055859347557,0.891,0.753,2.5250032518032905e-8
ACTL6B,1.4104976963775228e-12,0.35000634103398753,0.342,0.128,2.5422810479508473e-8
EFNB3,1.4735255125998852e-12,-0.46562225302772253,0.923,0.98,2.655882383910033e-8
FBLL1,1.4793228382173124e-12,0.3864025268912813,0.415,0.189,2.666331483602884e-8
NPTXR,1.5030326072211625e-12,0.37285378466538394,0.424,0.203,2.7090659712554233e-8
ETFB,1.5076442158937428e-12,0.37421603567455775,0.46,0.233,2.717377934726882e-8
HIP1R,1.5490177802352196e-12,0.3633944846955833,0.4,0.176,2.7919496470959596e-8
REEP1,1.6004092510282174e-12,0.3839203477827552,0.61,0.372,2.884577634053259e-8
PRDX5,1.6041400354237788e-12,0.3570914057826482,0.916,0.834,2.8913019998478188e-8
BEX4,1.6355757889264556e-12,0.4225561826882518,0.724,0.551,2.9479618019610435e-8
SMARCD3,1.6377347126761626e-12,0.36297171152850516,0.727,0.5,2.9518530461275155e-8
SALL3,1.874015341114808e-12,0.3029298297883339,0.23,0.047,3.37772525082533e-8
PFDN2,1.8794535960132387e-12,0.3246216582074898,0.644,0.416,3.3875271614542614e-8
PPP2R2B,1.93138055765294e-12,0.37821621707456293,0.415,0.199,3.481120317113659e-8
DYNLT1,2.1360633748574317e-12,0.3359936815468394,0.797,0.605,3.850040626843035e-8
TTC9B,2.169303859654069e-12,0.4142094806458606,0.588,0.345,3.9099532766404936e-8
MT-ND4L,2.1837993787566194e-12,-0.509334444901693,0.597,0.77,3.936080000270931e-8
OPCML,2.2164263784716225e-12,0.30154981927431423,0.302,0.098,3.994886904557253e-8
AC124798.1,2.2587669302036477e-12,0.27962855936759184,0.213,0.037,4.0712015149990545e-8
DAAM1,2.39235649721092e-12,0.3600089493689331,0.496,0.267,4.311983350572962e-8
CRABP1,2.463032279158198e-12,0.63848292263074935,0.917,0.767,4.4393693799547365e-8
NLRP1,2.5288968129868273e-12,-0.4599755676547901,0.559,0.72,4.558083615727457e-8
SRGAP3,2.603489691641213e-12,0.3706849432273367,0.576,0.355,4.6925298202141224e-8
SRP9,2.703546845190644e-12,0.35453433871680384,0.842,0.666,4.8728728337716164e-8
CHD5,2.7790219539426767e-12,0.3668791967453413,0.42,0.193,5.008909169786281e-8
HOXC10,2.8247542701150963e-12,0.44542879974671523,0.46,0.253,5.0913370964554493e-8
PODXL2,2.8652975327390494e-12,0.4258836408864465,0.6,0.385,5.164412273008863e-8
CACNA1B,2.935321544980051e-12,0.3191745852179745,0.295,0.095,5.290623552672044e-8
RPS14,3.0014179001789597e-12,-0.3090869781398675,0.999,0.997,5.409755623282557e-8
ROBO2,3.188404917060628e-12,0.3704736339887411,0.471,0.253,5.746781022510076e-8
PTPN5,3.691343888125083e-12,0.3838406210528354,0.421,0.199,6.653278223956651e-8
SYT13,3.772487049146926e-12,0.4596339571289277,0.492,0.274,6.79953065738242e-8
DISP3,3.778322624227474e-12,0.31165508658395286,0.303,0.101,6.810048697907598e-8
NBEA,3.84797980031617e-12,0.3710076688054584,0.409,0.189,6.935598792089865e-8
CDH13,4.579022775568306e-12,0.36585870919658714,0.41,0.196,8.253230650684315e-8
GRB2,4.782903378391519e-12,0.3535466987392363,0.601,0.382,8.620705049212873e-8
ARPC3,4.793419059506979e-12,0.33107283694081513,0.673,0.456,8.639658512855379e-8
EGR1,4.825196523119987e-12,0.32997822760083173,0.321,0.115,8.696934213271464e-8
UPP1,5.191322202713676e-12,0.30391593101463565,0.27,0.078,9.356839138171129e-8
LINC00599,5.216515219628928e-12,0.3141922601023505,0.26,0.071,9.402247031859179e-8
ARHGAP33,5.366454566816491e-12,0.38415134336138107,0.522,0.304,9.672497711230043e-8
FAM168A,5.386569382008117e-12,0.37750659768341754,0.536,0.328,9.70875265413143e-8
MYO5A,5.429549496360167e-12,0.3827558234958618,0.451,0.24,9.786220012239566e-8
AC012146.1,5.684116593026587e-12,0.3362086650633065,0.456,0.236,1.024505174727112e-7
GABRB3,5.95331704531674e-12,0.3888668120189533,0.498,0.284,1.0730258642478891e-7
SF3B1,6.1899359643588734e-12,0.3757494639180934,0.727,0.541,1.1156740582160434e-7
SH3BP5,6.823021271649566e-12,0.38211585093600703,0.435,0.23,1.2297813540021178e-7
TIMP2,7.220203013658164e-12,0.3569700891438936,0.945,0.865,1.3013693911817474e-7
OIP5-AS1,7.235744080982003e-12,0.3484488310995574,0.564,0.345,1.3041705131561964e-7
UNC13A,7.38068639684613e-12,0.3178035136547296,0.324,0.122,1.3302949161675465e-7
GUK1,7.81079313461129e-12,0.3239084875525393,0.887,0.74,1.4078173545823388e-7
CBX1,7.95694595244774e-12,0.3485715875379116,0.635,0.422,1.4341599384691806e-7
PTPRZ1,8.258151245730627e-12,0.44215022400384485,0.603,0.399,1.4884491805304883e-7
GPX4,9.257820189296528e-12,0.32272910674944844,0.936,0.892,1.668629510918806e-7
TPT1,9.830645280666404e-12,-0.39524395430068404,0.996,1,1.7718755053873127e-7
KIF3A,1.0133977547940106e-11,0.3300239758858122,0.433,0.216,1.8265481132407247e-7
ARF1,1.1096694961480512e-11,0.3278164236458183,0.859,0.703,2.0000682998572473e-7
PTPRN,1.1376776129672473e-11,0.37149647978474937,0.376,0.172,2.0505501296121666e-7
MSX1,1.1384896884650163e-11,-0.5045334586378718,0.61,0.794,2.0520138144893452e-7
SCAMP5,1.1564893585764394e-11,0.42379131212933296,0.507,0.301,2.0844564198981743e-7
RPS19,1.1748218675421539e-11,-0.3212562232357792,1,1,2.1174989340579782e-7
TMEM14A,1.1854913680065577e-11,0.3781305655364741,0.532,0.324,2.1367296416950195e-7
PAFAH1B3,1.2569093424432355e-11,0.4030317115768399,0.548,0.341,2.2654533988196875e-7
ZCCHC12,1.2903897116340888e-11,0.3911241565557124,0.463,0.247,2.3257984162492816e-7
CSPG5,1.3015117457754616e-11,0.3415830829148016,0.415,0.203,2.345844770585692e-7
CAPRIN1,1.3252853854718979e-11,0.3468520461652276,0.668,0.449,2.3886943787745487e-7
RPL36,1.376515068962511e-11,-0.3115986841241134,1,1,2.48103076029803e-7
LUC7L3,1.3969808884072334e-11,0.38694290455523284,0.722,0.554,2.5179183532651976e-7
MPRIP,1.4670827160625478e-11,0.3491361326599225,0.613,0.399,2.644269887431136e-7
ATP5PB,1.5111333990877766e-11,0.3229137389924197,0.716,0.517,2.7236668385158086e-7
HMGB3,1.5201441038588287e-11,0.37398029099365876,0.427,0.223,2.739907732795153e-7
RAF1,1.5381037544096912e-11,0.32833475481149615,0.428,0.216,2.7722782069480274e-7
TUSC3,1.558905272234605e-11,0.3544082664213898,0.735,0.537,2.809770862675652e-7
DHCR7,1.5848363663033665e-11,0.36537213413602576,0.434,0.22,2.8565090666251876e-7
STRAP,1.624968441319637e-11,0.3598911611748308,0.646,0.453,2.9288431186345134e-7
AUXG01000058.1,1.6495469860772394e-11,0.4245204407712103,0.544,0.345,2.9731434877056165e-7
C18orf32,1.698459977271514e-11,0.34839765899864417,0.652,0.456,3.0613042630341764e-7
RAB6A,1.7319165070292953e-11,0.40009702634626043,0.646,0.476,3.1216063122696017e-7
PRPF8,1.7590736484609054e-11,0.337803233219258,0.71,0.493,3.170554343985936e-7
AEBP1,1.9461572593204032e-11,-0.3477682068854766,0.355,0.561,3.507753844199095e-7
SPINT2,1.9669041715162105e-11,0.3863562584893376,0.501,0.294,3.5451480787408176e-7
ZNRF1,2.1027376391508227e-11,0.31585440866728576,0.354,0.149,3.789974320805443e-7
PREPL,2.1219983355805167e-11,0.38409576209884333,0.658,0.456,3.8246898000503234e-7
TLE5,2.2015059352547815e-11,0.3401064418005282,0.832,0.72,3.9679942977032183e-7
SPTBN2,2.343949598111277e-11,0.3092196674340345,0.314,0.118,4.2247347556357655e-7
TRIM2,2.4153417583062983e-11,0.38229310965058994,0.607,0.429,4.353411985171272e-7
UBE2N,2.621029367096011e-11,0.3620729935701763,0.625,0.422,4.72414333125385e-7
SGTA,2.7564563952087428e-11,0.3565985029874277,0.591,0.395,4.968237006724238e-7
C3orf14,2.7581327145795944e-11,0.296763406451075,0.264,0.081,4.971258404758261e-7
DCLK1,2.966744266826528e-11,0.3251717573579822,0.812,0.605,5.347259866528134e-7
RPS12,3.1679531174405974e-11,-0.35135476259788234,1,1,5.709918698874932e-7
GNAZ,3.168758235184225e-11,0.33506945949030814,0.488,0.267,5.711369843096048e-7
MAPK8IP1,3.178057890636087e-11,0.3312443049448239,0.498,0.28,5.728131542082484e-7
RALGPS1,3.246626996202702e-11,0.3476701324025667,0.422,0.22,5.85172049795575e-7
LARP1,3.2887000573317625e-11,0.3287375044718124,0.638,0.426,5.927552983334769e-7
TLCD3B,3.3425594913742276e-11,0.35418098982040924,0.421,0.206,6.024629227252908e-7
GRINA,3.441030087563721e-11,0.3409190904114867,0.849,0.747,6.20211262982485e-7
NDN,3.529890115436605e-11,0.3465061176080283,0.776,0.622,6.362273944062937e-7
LZTS3,3.5595308373588257e-11,0.3420510599014064,0.43,0.226,6.415698381255547e-7
TMEM9,3.693234541362193e-11,0.36187524449060016,0.6,0.395,6.656685937351217e-7
SEZ6L,3.7377458379904524e-11,0.3466726176417842,0.417,0.213,6.736913098393991e-7
TRIM9,3.773470321407165e-11,0.3093263038726403,0.342,0.142,6.801302907304275e-7
STX1B,3.881005202295278e-11,0.3813298552527744,0.476,0.267,6.995123776617009e-7
MT-ND5,4.381392423923519e-11,-0.45490602555844584,0.921,0.959,7.897021704879751e-7
ACSL3,4.416673484286958e-11,0.3684970402052077,0.483,0.28,7.960612288078813e-7
ELOC,4.476950110376227e-11,0.3352309883535891,0.603,0.392,8.069254878942112e-7
NDUFA12,4.52151223369146e-11,0.38025351373390426,0.746,0.574,8.149573650005487e-7
WBP2,4.8267179392488766e-11,0.37533768095685194,0.59,0.405,8.699676413702175e-7
CLTC,4.9566628897284824e-11,0.3408296445264425,0.872,0.73,8.933889192446617e-7
PYGB,5.126899303188768e-11,0.344545168998215,0.48,0.27,9.240723304067435e-7
CTNND2,5.291435382259722e-11,0.3885936458384369,0.633,0.459,9.537283132984923e-7
ZNF33A,5.31739795782456e-11,0.33891987030355464,0.406,0.199,9.584078079182988e-7
NEDD4L,5.678222187505214e-11,0.3252286465415135,0.427,0.223,1.0234427670759397e-6
PLCB1,5.744626939403425e-11,0.2697579223242328,0.257,0.078,1.0354115595580733e-6
ANKRD13B,5.815723452099457e-11,0.32650445398271766,0.392,0.186,1.048225995006406e-6
MARK3,5.830383266975229e-11,0.3375836437800306,0.524,0.314,1.0508682800396154e-6
SRI,6.209184574913583e-11,0.35813958507980004,0.59,0.392,1.1191434277824241e-6
CCT4,6.226225388184743e-11,0.32300530421086004,0.641,0.446,1.122214863966418e-6
NES,6.25462850312357e-11,0.39943737891833075,0.821,0.726,1.1273342414029922e-6
WDR1,6.553811492547938e-11,0.33021726248513095,0.546,0.334,1.1812589834168404e-6
FSD1,6.635063457669741e-11,0.368990131759407,0.436,0.23,1.195903837610394e-6
CRYAB,6.646623247984844e-11,0.6621715177197631,0.544,0.365,1.1979873742167883e-6
UQCRFS1,6.691783288143818e-11,0.3292832638681471,0.701,0.514,1.206127019855042e-6
SULT4A1,6.726358637523712e-11,0.31405564772206873,0.365,0.162,1.2123588808272737e-6
LUC7L,6.929740780055736e-11,0.3616403807855728,0.602,0.389,1.249016478197246e-6
ELMOD1,7.172621238564874e-11,0.37077912546958797,0.366,0.169,1.292793252038933e-6
ATL1,7.277505348694773e-11,0.31768977680726673,0.339,0.145,1.311697564048746e-6
DNAJC5,7.28914362539175e-11,0.34812557431109115,0.609,0.405,1.313795247040609e-6
MARCH6,7.663511713458044e-11,0.32253341543966685,0.827,0.662,1.3812713512336777e-6
GPSM1,7.712623827775727e-11,0.3583669338978586,0.505,0.297,1.390123318718297e-6
CNTN2,7.829543245822516e-11,0.27211909939539014,0.279,0.095,1.4111968746270503e-6
MICAL3,8.142126801409868e-11,0.33671865313487964,0.505,0.291,1.4675369346861148e-6
RUSC2,8.359108713671102e-11,0.37040643199244605,0.47,0.27,1.5066457545520794e-6
KCTD12,8.408133347010194e-11,0.3708394833260318,0.457,0.257,1.5154819544651173e-6
HRAS,8.445315066536399e-11,0.3626664174236985,0.502,0.307,1.5221835875925204e-6
CACNA1A,8.76097515056104e-11,0.30561222167553415,0.314,0.125,1.5790781611371219e-6
ATP5MPL,8.874855336969167e-11,0.2928343396660513,0.957,0.916,1.5996039259353226e-6
GPC2,9.194993022605017e-11,0.36028269203916496,0.402,0.203,1.6573055423943283e-6
