gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
FAM168B,9.196937159443119e-11,0.35632378340980997,0.7,0.507,1.6576559536180279e-6
SMPD3,9.318935052380787e-11,0.2780323386699709,0.283,0.098,1.6796448538411132e-6
MADD,9.421980335251454e-11,0.33767261939083265,0.472,0.267,1.698217735625722e-6
ALDOA,1.0081435532916953e-10,-0.34679575359761305,0.267,0.466,1.8170779404529517e-6
MT-ATP6,1.0191372266827768e-10,-0.4668581384471011,1,1,1.836892937373037e-6
NOVA1,1.0416793605628444e-10,0.4018711460826174,0.681,0.507,1.8775228794784708e-6
SPTBN1,1.0533108432051716e-10,0.3057065534895378,0.904,0.804,1.8984874637930014e-6
PRKACB,1.113361514676375e-10,0.34394187936064746,0.517,0.307,2.0067227940526982e-6
COPS9,1.2051724178318693e-10,0.30420604781283433,0.911,0.791,2.1722027659001613e-6
RPS23,1.214968890055852e-10,-0.36806185465705,1,1,2.1898599274366675e-6
"NAP1L4",1.2316664394043886e-10,0.32848384021265753,0.665,0.463,2.21995559038247e-6
BICDL1,1.2685840289422674e-10,0.2848523329079527,0.242,0.071,2.2864958537655426e-6
MARCH4,1.269436583057868e-10,0.2657707386507952,0.248,0.074,2.2880324973035016e-6
"NAP1L5",1.359840929843287e-10,0.38167813402211764,0.453,0.257,2.4509772919495407e-6
MTPN,1.372141601411764e-10,0.33353956004588914,0.629,0.429,2.4731480223845636e-6
SNHG25,1.3891447927924643e-10,-0.3186826381995702,0.85,0.916,2.5037945745291377e-6
ATP5F1C,1.4482310610006626e-10,0.34157405707316024,0.644,0.453,2.610291664347594e-6
GOLGA7B,1.486872343650481e-10,0.2981957164033169,0.3,0.115,2.6799387121956267e-6
TNC,1.490057170621049e-10,0.43808682440554714,0.45,0.253,2.6856790443273784e-6
ANXA2,1.5412242081821654e-10,-0.36508491805039545,0.229,0.412,2.777902512827535e-6
RERE,1.6138712257751254e-10,0.33683575853130854,0.693,0.503,2.908841497337086e-6
ATP5PF,1.622227789811689e-10,0.2986204882356427,0.93,0.875,2.923903368356588e-6
ADD1,1.6304735384904497e-10,0.326799155900271,0.821,0.645,2.9387655057751866e-6
MICAL1,1.6784686160530147e-10,0.30620488002962515,0.39,0.193,3.0252718335739536e-6
F3,1.7263935252549823e-10,0.2597431903935966,0.195,0.041,3.11165168991958e-6
DNAJB6,1.8234402181562805e-10,0.3760867870860217,0.652,0.493,3.28656864920488e-6
IDH1,1.8418925954655153e-10,0.2759323862736916,0.391,0.193,3.3198272140670446e-6
ACTR1A,1.8806824384620153e-10,0.3615205566112122,0.52,0.334,3.3897420270839363e-6
TARBP1,2.2125208272670648e-10,0.3496665625229441,0.465,0.274,3.9878475390661574e-6
NDUFS7,2.2407168070872884e-10,0.32199545031274746,0.592,0.375,4.038667973094129e-6
MCRIP1,2.3052652164609072e-10,0.31492784602889545,0.675,0.483,4.155010026149139e-6
PPFIA2,2.505126959270597e-10,0.3444402876749971,0.381,0.189,4.5152408313893234e-06
AP3B2,2.543367935453164e-10,0.2744137377758621,0.282,0.101,4.584166366860783e-6
DNAJC6,2.611045122265346e-10,0.35480176192486046,0.426,0.23,4.70614772837106e-6
NDUFB1,2.724336538627072e-10,0.32273237513925257,0.92,0.855,4.910344177221435e-6
SNHG32,2.8154846696313437e-10,-0.31045002116167875,0.523,0.74,5.074629568543534e-6
RPL10A,2.896457782004961e-10,-0.2789705694267899,0.977,0.99,5.220575506285741e-6
HTR1D,2.9115995784023373e-10,-0.2614105422797574,0.116,0.267,5.247867080112373e-6
CPE,3.06321971444044e-10,0.3801855511679979,0.875,0.804,5.521147213307449e-6
SLC9A3R1,3.226383156498328e-10,-0.2873894402352565,0.24,0.426,5.815233001272587e-6
B4GALNT1,3.2417369525778903e-10,0.2673900549895216,0.252,0.081,5.842906683326389e-6
GNAL,3.255602188711591e-10,0.3004745995355035,0.428,0.223,5.867897384933772e-6
KIF3B,3.282667293430608e-10,0.3216949625531637,0.421,0.223,5.916679529679328e-6
MIR124-2HG,3.693870972989496e-10,0.26392869286634457,0.247,0.078,6.657833041716268e-6
NEFL,3.7945860966134446e-10,0.5346167794983445,0.842,0.747,6.839361980536073e-6
RPS20,3.8068230422732056e-10,-0.42399106478041304,0.936,0.963,6.8614178513932254e-6
LPCAT4,3.8095903664633534e-10,0.2869095057089459,0.296,0.115,6.866405676513548e-6
CCDC184,3.8878173149256075e-10,0.33829680242950827,0.359,0.176,7.007401928421915e-6
ATP5PD,3.9526408356322614e-10,0.2762462436630423,0.747,0.564,7.124239842143588e-6
SOD1,4.1906939751167357e-10,0.2983461030753016,0.926,0.841,7.553306820750404e-6
GHITM,4.239143204724914e-10,0.3238820156467479,0.677,0.5,7.640631712196186e-6
AGAP3,4.359891035092441e-10,0.34648330621666734,0.584,0.392,7.858267601650615e-6
COX6B1,4.378416467585352e-10,0.2928960443087987,0.946,0.885,7.891657841175838e-6
FGF13,4.4426696902152904e-10,0.34114673786538907,0.43,0.243,8.007467849644039e-6
NTRK2,4.46561642346121e-10,0.4164050679411946,0.823,0.639,8.048827041646486e-6
AGRN,4.536516171413488e-10,0.35820807610909916,0.512,0.328,8.176616747355671e-6
TRIM67,4.639916422040305e-10,0.2891200490518395,0.289,0.111,8.362985359085445e-6
TOLLIP,4.705096052679767e-10,0.3112371798151822,0.412,0.22,8.480465125350013e-6
CCDC88A,4.757579873096364e-10,0.3191366679534047,0.534,0.338,8.575061963268887e-6
DDX24,4.889494269734203e-10,0.32215150246370194,0.682,0.473,8.812824471768927e-6
MGP,5.061026322942323e-10,-0.5000220024853876,0.519,0.716,9.121993844471244e-6
ARHGEF4,5.105899271475374e-10,0.34062547180034014,0.499,0.314,9.202872846907215e-6
NELL2,5.11480716924694e-10,-0.5474514649188598,0.561,0.689,9.218928441850685e-6
MORF4L1,5.403460934462726e-10,0.31400878947821087,0.934,0.889,9.739197988275618e-6
PGM2L1,5.509330872685303e-10,0.38986669605677426,0.512,0.311,9.93001796492799e-6
GSK3B,5.594306613732156e-10,0.29601293484311714,0.471,0.26,1.0083178240590839e-5
RPS26,5.670960749324267e-10,0.3000696328085817,0.959,0.892,1.0221339654582059e-5
MAP2K2,5.679573997060035e-10,0.3175334612341866,0.651,0.47,1.0236864172301008e-5
STAU2,5.753230480262575e-10,0.3645456976884932,0.46,0.277,1.0369622617625264e-5
MT3,5.829112747290794e-10,0.3047676648035517,0.411,0.209,1.0506392815716928e-5
CELF1,5.860053678746932e-10,0.34440990416711303,0.553,0.361,1.056216075057347e-5
CAPN1,5.948795584997378e-10,0.28548542531605015,0.438,0.236,1.0722109162399274e-5
UBE2V2,5.974830852635758e-10,0.3355250434441923,0.579,0.395,1.0769035128790691e-5
H2AFZ,6.545596425667863e-10,0.3030816317562486,0.899,0.791,1.1797782997623757e-5
CHGB,6.666899657864864e-10,0.3864494758658987,0.451,0.264,1.201641994333563e-5
TPD52L2,6.681754276775087e-10,0.3464733164644501,0.559,0.368,1.2043193908459417e-5
ATP2B2,6.809083049344751e-10,0.2627301465243662,0.259,0.088,1.227269128813898e-5
PINK1,6.931741851604357e-10,0.33872038260399895,0.573,0.382,1.2493771513331693e-5
BRSK2,6.987288670724044e-10,0.2803174190628769,0.309,0.128,1.2593889100113016e-5
TUBA1B,7.112800984506469e-10,0.2783518031106098,0.999,1,1.2820112494474459e-5
DTX4,7.114973305779091e-10,0.35722704522718485,0.677,0.524,1.2824027886336233e-5
LRATD1,7.446832621257364e-10,-0.6107886656188515,0.482,0.595,1.3422171116554274e-5
ARL2,7.596086788855376e-10,0.32302183172577775,0.49,0.297,1.3691186828232931e-5
NDUFB6,7.646846599845177e-10,0.31844289778332036,0.68,0.493,1.3782676311560948e-5
WASF1,7.690184633558238e-10,0.34235395619495873,0.436,0.253,1.3860788783525368e-5
PNN,7.885913204856828e-10,0.3174107929938012,0.502,0.307,1.4213569960433946e-5
CTPS1,8.028390271467736e-10,0.25580430701137247,0.287,0.108,1.4470370625293446e-5
CAMKV,8.177899038049496e-10,0.3129047142418904,0.339,0.159,1.4739845226180413e-5
DHCR24,8.191396010123457e-10,0.4278704283624106,0.524,0.361,1.476417216864652e-5
VASN,8.310782531863828e-10,-0.27500507052960255,0.147,0.304,1.4979354435431364e-5
TNNI2,8.415061405373474e-10,0.42841461952173376,0.576,0.429,1.5167306677045149e-5
SCG2,8.844822581509583e-10,-0.42582348862357555,0.525,0.679,1.5941908220912873e-5
JTB,9.108394511264409e-10,0.35571546652363195,0.685,0.527,1.641697026710297e-5
ABR,9.377863839784376e-10,0.3599934795185612,0.683,0.52,1.690266178482736e-5
BMERB1,9.492605870372219e-10,0.36752561442997744,0.622,0.483,1.7109472820758886e-5
ALDOC,9.539881440647322e-10,0.48530326115236067,0.62,0.432,1.7194682308622733e-5
EBF3,9.684195490224093e-10,0.37418486878280344,0.494,0.307,1.7454793951579905e-5
RNPS1,9.756959101247283e-10,0.31932045466346315,0.818,0.666,1.7585943084088103e-5
TIMM17A,1.0186287544984007e-9,0.315049986073447,0.435,0.243,1.8359764671079174e-5
CEND1,1.0335378419071667e-9,0.301640549447585,0.342,0.159,1.8628486062534773e-5
CAMSAP2,1.0458285809061739e-9,0.2940456869905744,0.482,0.287,1.8850014342252877e-5
PRRT2,1.053680092351597e-9,0.33774045346273185,0.373,0.189,1.8991529984545184e-5
HCN3,1.1401146207292466e-9,0.28941636131952053,0.318,0.139,2.054942592402394e-5
CAMK2B,1.148774196848194e-9,0.3209122928432565,0.43,0.236,2.0705506123991847e-5
AKT1,1.152552909498898e-9,0.3274140055689465,0.53,0.338,2.0773613640808135e-5
CASK,1.1740370565101537e-9,0.33838025114495385,0.516,0.328,2.116084390653901e-5
HOXB6,1.1966308306416016e-9,0.3236550996108405,0.427,0.236,2.1568074091484227e-5
HERC1,1.2276764807030869e-9,0.3274775153291628,0.448,0.264,2.2127640888192437e-5
MAPK8,1.245687581131782e-9,0.29993024324243117,0.393,0.206,2.245227296231924e-5
LANCL2,1.246989829815258e-9,0.28350379780133095,0.336,0.155,2.247574469259021e-5
NCDN,1.2559012283428283e-9,0.3347044110993457,0.553,0.378,2.2636363739651136e-5
UBE2E3,1.2900735315770247e-9,0.32861859991888176,0.775,0.649,2.3252285333144292e-5
ZNF83,1.3029566282503166e-9,0.2987964946254285,0.399,0.209,2.3484490267583706e-5
ITM2C,1.3079599649339166e-9,-0.45087849348456044,0.799,0.875,2.3574670407968914e-5
MGAT5B,1.3302990672600753e-9,0.28519940238605684,0.355,0.172,2.3977310388295596e-5
CAMSAP3,1.3588047719919337e-9,0.26985409494100254,0.314,0.132,2.4491097210382613e-5
ERG28,1.3765344718176838e-9,0.360210429020247,0.522,0.355,2.481065732004193e-5
EWSR1,1.3892040156212514e-9,0.3212843798578635,0.68,0.49,2.5039013177557436e-5
AMH,1.4791295585601312e-9,0.2904820086674991,0.355,0.172,2.6659831163487804e-5
FUT9,1.5245787395286366e-9,0.270571671481468,0.285,0.115,2.7479007201264147e-5
RPS11,1.5248689023456789e-9,-0.29479893021806536,0.996,0.997,2.7484237095878517e-5
CCNI,1.606946636149051e-9,0.38445797526692416,0.884,0.794,2.8963606169950494e-5
HSP90AB1,1.6131538057178274e-9,0.279156876383857,0.986,0.963,2.9075484194258122e-5
CDK5RAP3,1.6787695273295272e-9,0.32616893615617293,0.571,0.378,3.0258141960587397e-5
IGSF3,1.6788054707984133e-9,0.30541017769496615,0.446,0.257,3.0258789805670603e-5
ATP5MG,1.6927087311192698e-9,0.25439187078382774,0.974,0.899,3.050938216969372e-5
INTS11,1.6940042083402384e-9,0.32768276961316944,0.561,0.382,3.053273185112446e-5
XIST,1.7558518249733522e-9,-0.42069116919822114,0.657,0.801,3.16474732933197e-5
ZMIZ2,1.79339065028708e-9,0.32521797568074184,0.459,0.274,3.232407308077433e-5
PLTP,1.8411154001274327e-9,-0.3913032807124204,0.643,0.78,3.3184263971896844e-5
PTMS,1.8592669467527842e-9,0.28986978079888504,0.95,0.912,3.351142744827218e-5
FGD5-AS1,1.9231915129894644e-9,0.29452618492703575,0.606,0.416,3.46636038301221e-5
SNCB,1.9381616668307316e-9,0.34999403297711024,0.422,0.243,3.493342588295711e-5
RANGAP1,1.940126242199466e-9,0.3065163862793429,0.446,0.26,3.4968835389403176e-5
CASKIN1,1.9452591096647846e-9,0.2919237047583484,0.403,0.209,3.506135019259808e-5
"NAV1",1.9736391735352736e-9,0.31133057874377984,0.46,0.274,3.557287246379977e-5
ABCA3,2.0113816833289637e-9,0.35373179015534606,0.534,0.365,3.6253143460321246e-5
PLOD1,2.037769804671908e-9,-0.3616544181567215,0.354,0.53,3.6728762959406466e-5
CAMSAP1,2.0775617121403898e-9,0.3118195731295127,0.416,0.23,3.7445972299618386e-5
SRRM4,2.102814494189813e-9,0.27184205762000413,0.29,0.118,3.790112844327719e-5
MGST1,2.1229217673489773e-9,0.44467405474342336,0.536,0.358,3.8263541934697967e-5
CLCN4,2.1304579547126207e-9,0.27671481394471903,0.331,0.152,3.8399374175740274e-5
LRP4,2.1372560691884e-9,0.4099251885742664,0.466,0.284,3.852190339105172e-5
ROBO3,2.1704672107266885e-9,0.3135272363835403,0.277,0.111,3.912050100613783e-5
EXOC7,2.1808147324874593e-9,0.314281112858826,0.566,0.375,3.9307004738353964e-5
SNRPN,2.187808236933389e-9,0.3527007913324809,0.881,0.791,3.94330556624874e-5
SNRPG,2.193666256477328e-9,0.2840498515697052,0.778,0.639,3.9538640606747356e-5
LSM4,2.274171457593619e-9,0.3178141220575139,0.583,0.392,4.0989666351667384e-5
PLPPR2,2.2914205032270153e-9,0.31472744984870815,0.566,0.368,4.130056315016372e-5
SYP,2.376871696155913e-9,0.37122770528178617,0.469,0.284,4.284073545151418e-5
SUB1,2.3789465673002795e-9,0.29555519071588887,0.867,0.777,4.287813292902024e-5
MRPS21,2.3825749982194812e-9,0.28668906181809173,0.782,0.639,4.294353176790793e-5
SIL1,2.410845463257654e-9,-0.2707025068672548,0.223,0.395,4.345307862975595e-5
NCAM2,2.444362704375425e-9,0.30533760569661644,0.349,0.169,4.4057193383662655e-5
GABBR1,2.4847272300695918e-9,0.30572185691059495,0.608,0.412,4.478472359477432e-5
NDUFB11,2.5396184855437428e-9,0.29258039247564605,0.844,0.72,4.577408358344042e-5
DUSP4,2.564682426043278e-9,0.3303989815164827,0.363,0.186,4.6225836047004046e-5
MCF2L,2.743132612897495e-9,0.2741801963383988,0.356,0.176,4.944222221486445e-5
MARS,2.770976764445572e-9,0.33727830959448746,0.546,0.365,4.9944085202366994e-5
PDE4B,2.7783958096344126e-9,0.2814437525909109,0.341,0.162,5.0077806072850654e-5
THRA,2.8327810449179547e-9,0.34265205763594264,0.608,0.453,5.105804555360121e-5
CARMIL3,2.914018571794405e-9,0.27211909939539014,0.265,0.101,5.252227073802235e-5
CELF5,2.9292142691977695e-9,0.29894934289142994,0.387,0.203,5.2796157988020596e-5
MYL12B,2.950692057229149e-9,0.29945061999429345,0.815,0.699,5.3183273639498175e-5
CTNNA2,2.9666392550744075e-9,0.2973773213850106,0.456,0.274,5.347070593346112e-5
PRXL2A,3.073337466004613e-9,0.32375699228955457,0.627,0.453,5.5393834487267146e-5
ZFAND5,3.304094667889693e-9,0.3168421054589059,0.746,0.578,5.9553002294043824e-5
FAM131B,3.322985758693014e-9,0.2762861230057363,0.312,0.139,5.989349531468289e-5
ZIC4,3.3834212525018655e-9,0.28582261276766835,0.305,0.135,6.0982784655093626e-5
DUSP8,3.419947013491244e-9,0.31290471424189015,0.414,0.23,6.164112497116619e-5
PRKAR2B,3.5219884539212494e-9,0.33701133101293623,0.427,0.25,6.34803198934766e-5
APP,3.5392865010489322e-9,0.28115390567253007,0.971,0.97,6.379209989490596e-5
CEP170,3.565347884278567e-9,0.300342838192859,0.415,0.233,6.426183026623689e-5
IRGQ,3.5850469663941544e-9,0.28711712258132893,0.421,0.233,6.461688652228824e-5
COX4I1,3.5850896854750765e-9,0.29292861760384015,0.972,0.936,6.461765649100278e-5
PID1,3.5926777267409825e-9,0.25416574608941805,0.267,0.101,6.475442334677946e-5
ANO8,3.684071158171516e-9,0.26011729988245524,0.285,0.118,6.64016985548834e-5
MTMR4,3.896559354321583e-9,0.29122680082372404,0.384,0.206,7.023158580229221e-5
PITHD1,3.945584964501064e-9,0.3109862365111905,0.534,0.361,7.111522340016717e-5
MAPK6,3.955372995947997e-9,0.3074420229712652,0.414,0.233,7.12916428789667e-5
PTGES3,3.980277696696263e-9,0.3132487454920929,0.783,0.652,7.174052520525345e-5
PHC1,4.053663159418342e-9,0.3279303989519732,0.517,0.338,7.30632247853562e-5
TIA1,4.0785394950299044e-9,0.34253693850863953,0.59,0.409,7.3511595858419e-5
AKAP12,4.241636519665269e-9,0.336950188208541,0.472,0.291,7.64512566304468e-5
ZNF706,4.303770362104144e-9,0.28158495102908476,0.572,0.368,7.757115700656509e-5
TOMM7,4.588182962601726e-9,0.2705545117595438,0.976,0.943,8.26974097179335e-5
AMPD2,4.81804890912573e-9,0.2648104260408454,0.371,0.182,8.684051353808215e-5
HSPA9,4.828146480704703e-9,0.3038817110869575,0.685,0.51,8.702251216822157e-5
SCUBE2,4.8913114523392715e-9,0.2700299368622257,0.242,0.088,8.816099761696303e-5
EIF4A2,5.008968845860172e-9,0.28335728701816976,0.945,0.882,9.028165447778375e-5
TRA2B,5.107632486093158e-9,0.2843861376718756,0.641,0.449,9.205996792934307e-5
EBF4,5.1149194480915394e-9,0.2649217993987718,0.319,0.145,9.21913081324019e-5
DDX3X,5.244632089608863e-9,0.2969631703728688,0.731,0.561,9.452924878311015e-5
PPP1R12C,5.297732639515027e-9,0.27516860366924384,0.488,0.294,9.548633309461885e-5
ERI3,5.350858987710369e-9,0.30327601304411334,0.562,0.385,9.644388239449169e-5
PRKRA,5.528983212264109e-9,0.2856668427640743,0.375,0.199,9.96543934178483e-5
MLF2,5.680160844030975e-9,0.31814611888404176,0.812,0.672,1.0237921905281429e-4
LRIG1,5.751597516744173e-9,0.3462603446607436,0.448,0.27,1.0366679364179697e-4
OBSCN,5.7667976889940316e-9,0.25622855400667405,0.343,0.162,1.0394076154642843e-4
SCN2A,5.777302018316666e-9,0.3083174447462384,0.356,0.182,1.041300915781396e-4
BLOC1S1,5.891147192959931e-9,0.32891096601345415,0.697,0.544,1.061820370059098e-4
WDR47,5.921760838026972e-9,0.25500633053368926,0.323,0.149,1.0673381734459814e-4
DDX17,6.008093697341101e-9,0.2923954687606707,0.964,0.919,1.08289880800876e-4
MRFAP1L1,6.135071938762546e-9,0.31668140498737407,0.547,0.375,1.1057853662425612e-4
GOLGA8A,6.515815858171538e-9,0.3043072057196209,0.687,0.493,1.174410650276838e-4
RAB3B,6.720135630735182e-9,0.2857685843043761,0.359,0.179,1.2112372460837092e-4
GP1BB,6.863743477668964e-9,0.2718096931445305,0.337,0.162,1.237121124415054e-4
SAE1,7.0071176932224326e-9,0.3063066251575553,0.488,0.314,0.00012629628930264111
PTPRM,7.025405567122561e-9,0.305031870470601,0.496,0.314,1.2662590994181705e-4
MAST2,7.086440854711407e-9,0.3123906593492648,0.465,0.284,1.277260099653184e-4
GRIK2,7.167243527212898e-9,0.2555715391759386,0.272,0.111,1.2918239733448526e-4
RETREG2,7.327309981934528e-9,0.29622597309525966,0.656,0.503,1.3206743511438794e-4
ARHGEF10L,7.753034534513892e-9,0.29191120658806785,0.351,0.179,1.397406944500784e-4
ASXL1,7.921315255657178e-9,0.2845993450217447,0.41,0.23,1.4277378616796497e-4
HNRNPU,7.964536136825801e-9,0.29857911826342964,0.86,0.784,1.4355279933014824e-4
VPS28,7.979563408399118e-9,0.29255606885008767,0.739,0.574,1.438236508729857e-4
COL5A1,7.986064166581667e-9,-0.31350415855970437,0.496,0.676,1.4394082053846796e-4
SYT5,8.10203551884581e-9,0.27231393362880707,0.315,0.145,1.460310881916769e-4
NSF,8.136535737900439e-9,0.315293678260017,0.512,0.331,1.466529201399175e-4
SERPINH1,8.409520577350862e-9,-0.2792218445061925,0.577,0.736,1.5157319888617194e-4
SORBS1,8.422619683429053e-9,0.2803000488099626,0.356,0.182,1.5180929717412524e-4
PGRMC1,8.469320260317659e-9,0.33636368706587905,0.795,0.662,1.526510283719655e-4
JPH3,8.674762163980988e-9,0.26483097417881485,0.3,0.132,1.5635391324359332e-4
TRIO,8.735971774502299e-9,0.2920058209160027,0.554,0.378,1.5745715526362943e-4
RAB3A,8.74893953334614e-9,0.37208265017666375,0.537,0.358,1.5769088614903083e-4
TRIR,8.807680793596607e-9,0.31934053922356487,0.824,0.733,1.5874963862378525e-4
SAMD14,9.010262913443763e-9,0.29932630774134955,0.38,0.206,1.624009787519104e-4
SEZ6L2,9.018949083309826e-9,0.4118403898465861,0.552,0.399,1.6255753827757632e-4
"NARS",9.512340349459708e-9,0.2687371309663221,0.47,0.284,1.714504224586618e-4
SMOC1,9.543824574466713e-9,-0.586342661446813,0.408,0.574,1.7201789413018802e-4
BMPR2,9.694978817253004e-9,0.2915598118435352,0.531,0.345,1.7474229820216815e-4
KDM1A,9.750935796677972e-9,0.27552474222932144,0.585,0.392,1.7575086679932377e-4
NDUFA10,9.75625866410818e-9,0.2868518544055797,0.573,0.385,1.7584680616188582e-4
ARHGEF7,9.864136648693431e-9,0.3182043179470391,0.511,0.341,1.777911989560504e-4
DDIT4,1.0039869586677196e-8,-0.3104182601780259,0.362,0.541,1.8095860943026978e-4
CIAO2B,1.0340379046075325e-8,0.2704340899154656,0.656,0.48,1.8637499192646165e-4
BRSK1,1.0455795521452104e-8,0.2918277134953011,0.43,0.247,1.8845525847865273e-4
CD99,1.0933239229141273e-8,0.529396534138654,0.782,0.706,1.9706070386604231e-4
LPAR2,1.1067250030918188e-8,0.29749298860904316,0.367,0.196,1.994761145572694e-4
HSPD1,1.13347089354419e-8,0.27742100129869396,0.77,0.618,2.0429679385240482e-4
"NASP",1.1403986046440842e-8,0.34566080750828077,0.6,0.426,2.0554544450104975e-4
TMEM178B,1.1650178988914024e-8,0.2845229128720675,0.341,0.172,2.0998282609618635e-4
PRKAR1A,1.1760630713833464e-8,0.2684398172916993,0.718,0.547,2.1197360798613435e-4
AP3D1,1.1801480610655787e-8,0.27924714412251306,0.659,0.476,2.127098865264599e-4
BCL11A,1.1897226322750544e-8,0.2630986608118857,0.301,0.135,2.144356072412558e-4
CAPZA2,1.1978348607698797e-8,0.26592524113549754,0.415,0.23,2.158977553051631e-4
NUDT3,1.2397222777235068e-8,0.3184642395837908,0.534,0.355,2.2344754333688486e-4
AKR1B1,1.2570577214418878e-8,0.3009558713739259,0.526,0.351,2.2657208371268584e-4
PPP2R2C,1.3658580144897713e-8,0.2635049013740022,0.314,0.145,2.4618224853163636e-4
DNAJA1,1.4281142762322763e-8,0.3150093025668135,0.831,0.753,2.574033171481055e-4
MAP1A,1.4664401679194152e-8,0.3226857350344756,0.523,0.355,2.643111758657954e-4
PSMD4,1.5152076019976266e-8,0.2769254171363238,0.536,0.351,2.7310101818405223e-4
GRIA4,1.534692791431479e-8,0.2838035948411241,0.391,0.216,2.766130287276098e-4
EFEMP1,1.5494053938755958e-8,-0.2601459782361031,0.2,0.361,2.7926482819213736e-4
ELAVL3,1.5889732148170884e-8,0.2987476803777204,0.435,0.257,2.8639653223863203e-4
CNR1,1.6156700651463777e-8,0.2900767847876287,0.359,0.186,2.912083725419831e-4
LINC01963,1.6187760802193837e-8,0.28282974622036244,0.374,0.203,2.917682006987417e-4
GNPTAB,1.6230647410898947e-8,0.25466182366324586,0.303,0.139,2.925411889340426e-4
TCP1,1.647822609792141e-8,0.2906232668658837,0.693,0.507,2.970035471889355e-4
LSM3,1.64789175039614e-8,0.2630665083348612,0.598,0.416,2.970160090914003e-4
CCT3,1.685522846429557e-8,0.29474142741225673,0.632,0.463,3.037986378404633e-4
DPF1,1.7953489038507705e-8,0.26089391566534703,0.32,0.152,3.2359368643006286e-4
ATF4,1.834801967909854e-8,0.2907878119722158,0.876,0.797,3.307047066960721e-4
HUWE1,1.8690817849215304e-8,0.3008396484083917,0.555,0.392,3.368833009142566e-4
COMMD7,1.911448340709518e-8,0.2752883918057599,0.411,0.233,3.4451944892948354e-4
STK25,1.947898994587011e-8,0.2692009194688205,0.712,0.53,3.5108931478436287e-4
MAPRE1,1.9715782974601614e-8,0.2912241336337843,0.526,0.351,3.553572723342195e-4
AQP4,2.0470268685723497e-8,0.27780413635363144,0.198,0.061,3.689561227914803e-4
SLC9A6,2.0881648191415587e-8,0.2904498634141944,0.388,0.22,3.7637082700207457e-4
NPEPPS,2.136310047598218e-8,0.29510234844471195,0.522,0.351,3.850485229791028e-4
STMP1,2.148740156501897e-8,0.2961443876943143,0.595,0.419,3.872889258079019e-4
ARPC2,2.1683075072195282e-8,0.26670989136328493,0.727,0.574,3.9081574510124777e-4
NDRG3,2.2570302867476858e-8,0.302253332742631,0.391,0.226,4.068071388834029e-4
GPC3,2.2823901408895287e-8,-0.28700812794523745,0.74,0.899,4.1137799899392864e-4
CADM2,2.343607753675133e-8,0.29142498683143875,0.373,0.199,4.2241186152240596e-4
LIN7C,2.4205187133751106e-8,0.3176457472331289,0.511,0.341,4.362742928987299e-4
PPIP5K2,2.5109132170398276e-8,0.27566452665052293,0.376,0.206,4.525669982392585e-4
CCNL2,2.5357936008563937e-8,0.32570932187689094,0.791,0.655,4.570514386183564e-4
STX12,2.5692864012128986e-8,0.28378016172342346,0.434,0.267,4.6308818095461285e-4
PLRG1,2.623681738607163e-8,-0.3558066642191102,0.363,0.514,4.72892396566555e-4
UQCRC1,2.6334678087261785e-8,0.2909263451463957,0.594,0.429,4.746562378448064e-4
AHI1,2.6996874914643917e-8,0.2724345340053043,0.409,0.236,4.86591673461542e-4
MTFR1L,2.749274311231551e-8,0.30319609724729557,0.498,0.324,4.955292018563748e-4
CPEB2,2.7893115579629947e-8,0.28315737084783815,0.354,0.186,5.027455152072502e-4
TMEM145,2.825480166209042e-8,0.2662919463652703,0.288,0.132,5.092645451575177e-4
RBM5,3.007133910915957e-8,0.30614901347406764,0.73,0.561,5.420058161034921e-4
PDAP1,3.0193951150361206e-8,0.26796235431408477,0.676,0.503,5.442157755341104e-4
APMAP,3.025172308372833e-8,0.28427791074175346,0.529,0.348,5.452570568611195e-4
MVK,3.1321518988521807e-8,0.25639590271710044,0.26,0.108,5.645390582491171e-4
SC5D,3.206899661167885e-8,0.3069184191761589,0.481,0.321,5.780115949288996e-4
HECTD4,3.3444046014017336e-8,0.2578314710909386,0.52,0.331,6.027954853566485e-4
NDUFA3,3.355167543640717e-8,0.27742100129869374,0.924,0.878,6.047353980658029e-4
THY1,3.418084987112411e-8,0.3203460978108196,0.517,0.355,6.160756380771409e-4
RPL9,3.438814394963219e-8,-0.266518376134953,1,1,6.198119065481706e-4
LINC01578,3.4530092773809095e-8,0.2761101048564224,0.746,0.561,6.223703921551351e-4
AFDN,3.4582210864980105e-8,0.27600231382344886,0.408,0.236,6.233097686304015e-4
COA3,3.470592590638689e-8,0.2720885017338397,0.652,0.497,6.255396085367173e-4
GABARAPL2,3.506416474110253e-8,0.2794175317641736,0.918,0.851,6.31996505293632e-4
KCNQ2,3.554685922244813e-8,0.29251477288921746,0.446,0.277,6.406965906254051e-4
FABP5,3.5851622536992314e-8,0.35140302072091956,0.546,0.392,6.461896446067495e-4
FAM32A,3.6544458806643e-8,0.2776292394943598,0.489,0.318,6.586773255309335e-4
MVB12B,3.6679945377682635e-8,0.2583693375513294,0.366,0.196,6.611193354873518e-4
HK1,3.672890002362819e-8,0.3250248782804952,0.603,0.422,6.620016940258745e-4
NPTN,3.675661236238897e-8,0.3350046387298319,0.645,0.507,6.625011812196988e-4
