gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
FNDC5;4,67313070436845e-12;0,424034563629977;0,676;0,440;8,40462557180666e-08
TIA1;5,19433338319913e-12;0,385615332738927;0,533;0,326;9,34200858968363e-08
AUTS2;5,20117824493347e-12;0,369683319693349;0,377;0,171;9,35431907351285e-08
SOX4;5,28157011229362e-12;0,339368321347693;0,515;0,272;9,49890384696007e-08
TNNC1;5,29318346721882e-12;0,473740671665646;0,895;0,805;9,51979046579304e-08
BEX3;5,30150097831376e-12;0,330343733248851;0,931;0,866;9,53474950949729e-08
GAMT;6,43264052294560e-12;0,404707958956311;0,574;0,362;1,15691039805177e-07
DNAJB2;7,96669141523239e-12;0,344764262617415;0,391;0,181;1,43280945102955e-07
TUBB6;8,42832419018047e-12;0,433864826543274;0,811;0,674;1,51583410560396e-07
CCN2;8,43557010211672e-12;0,336646613630230;0,246;0,067;1,51713728286569e-07
YBX1;9,03191824403163e-12;-0,352063098597120;0,957;0,963;1,62439049618909e-07
HNRNPH1;9,30130403214095e-12;0,368884722682521;0,855;0,742;1,67283953018055e-07
VIM;9,71559685021311e-12;0,369313964757604;0,998;1,000;1,74735009351083e-07
PLXNB2;9,73538018276475e-12;0,378065059129046;0,670;0,483;1,75090812587024e-07
ELOB;9,93366120051024e-12;0,308473466152987;0,955;0,936;1,78656896691177e-07
HM13;1,02400760141899e-11;0,364824889348092;0,388;0,181;1,84167767115206e-07
PTOV1;1,08646337524884e-11;0,360926266928397;0,798;0,654;1,95400438038504e-07
TIMM13;1,12047272631014e-11;0,355419325013015;0,844;0,718;2,01517019826878e-07
RAE1;1,17803912303305e-11;0,337464388462584;0,305;0,111;2,11870336277495e-07
