gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
TUBB6,8.428324190180468e-12,0.4338648265432741,0.811,0.674,1.5158341056039572e-7
CCN2,8.435570102116719e-12,0.3366466136302304,0.246,0.067,1.517137282865692e-7
YBX1,9.031918244031634e-12,-0.3520630985971205,0.957,0.963,1.6243904961890893e-7
HNRNPH1,9.301304032140947e-12,0.36888472268252115,0.855,0.742,1.6728395301805492e-7
VIM,9.715596850213111e-12,0.36931396475760403,0.998,1,1.747350093510828e-7
PLXNB2,9.735380182764754e-12,0.37806505912904564,0.67,0.483,1.750908125870241e-7
ELOB,9.933661200510243e-12,0.30847346615298665,0.955,0.936,1.7865689669117672e-7
HM13,1.024007601418991e-11,0.3648248893480923,0.388,0.181,1.8416776711520555e-7
PTOV1,1.0864633752488426e-11,0.36092626692839747,0.798,0.654,1.9540043803850433e-7
TIMM13,1.1204727263101379e-11,0.35541932501301465,0.844,0.718,2.0151701982687828e-7
RAE1,1.1780391230330538e-11,0.3374643884625844,0.305,0.111,2.1187033627749472e-7
COX6B1,1.3514482517022197e-11,0.3324578111969534,0.947,0.899,2.4305796806864423e-7
TGFB3,1.3554417139676657e-11,0.3347695737285886,0.324,0.128,2.4377619225708464e-7
LINC00461,1.4183859822561792e-11,0.3261608487677213,0.238,0.064,2.550967189087738e-7
MRPL41,1.4321003125083111e-11,0.36115124861164327,0.583,0.362,2.5756324120461975e-7
BEST3,1.5359139376101353e-11,0.3129700309071607,0.244,0.067,2.7623412167918283e-7
PPDPF,1.5940756099903238e-11,-0.3879711286816414,0.748,0.859,2.8669449845675976e-7
TRIO,1.6249982853890948e-11,0.3710148102524908,0.429,0.225,2.922559416272287e-7
RBM5,1.6988472021900008e-11,0.3886616759916166,0.602,0.406,3.0553766931387164e-7
OBSCN,1.727477944585959e-11,0.4432214388638167,0.572,0.393,3.106869083337847e-7
SAT2,1.81361057609863e-11,0.36046497354608587,0.566,0.362,3.261778621113386e-7
TMED9,1.936324381057045e-11,0.3633048279880675,0.644,0.453,3.4824793993310955e-7
USP22,2.0569050926560506e-11,0.3427130103658578,0.806,0.658,3.699343809141907e-7
RGMA,2.1807309493213834e-11,0.3005607419366178,0.284,0.094,3.922044612354508e-7
PFN2,2.2850607995666807e-11,0.36454753916155125,0.705,0.54,4.109681848020675e-7
FOS,2.5330072118648006e-11,0.3116387628964016,0.199,0.037,4.5556134705388437e-7
UQCRC2,2.6170299141978783e-11,0.3448089103592623,0.581,0.366,4.706728300684884e-7
CDH15,2.658960402656155e-11,0.40623910493976445,0.717,0.537,4.782140284177095e-7
SEC61G,2.6958933988055223e-11,0.3144300542428746,0.94,0.872,4.848564277751731e-7
SPTAN1,2.7475982910087066e-11,0.34303178592701866,0.845,0.725,4.941555526379158e-7
AUP1,2.7705181878548626e-11,0.3786049854170563,0.429,0.232,4.98277696085697e-7
NDUFA7,2.780455906771049e-11,0.3537341173080868,0.515,0.312,5.000649948327732e-7
VCP,2.8584167116733403e-11,0.3372451494547224,0.69,0.483,5.140862455944502e-7
DCLK2,2.944892115049413e-11,0.36442122927892134,0.324,0.138,5.296388468916369e-7
NID1,3.0927894782018815e-11,0.38201867538795714,0.436,0.235,5.562381876546084e-7
PTPRZ1,3.54196612307037e-11,0.35643501079754325,0.31,0.124,6.37022607234206e-7
CAMTA1,3.657328306751283e-11,0.33837707873608613,0.468,0.255,6.577704959692183e-7
MYOM1,3.6908552357080477e-11,0.423407809836208,0.467,0.275,6.638003141420924e-7
MEST,3.708146685706278e-11,0.4332593907591735,0.889,0.859,6.66910181424274e-7
HES6,3.8840024618764237e-11,0.3785211012768269,0.512,0.305,6.985378427684748e-7
CYB5R1,4.1337735865200846e-11,0.3521241166377147,0.518,0.309,7.434591795356372e-7
RCN2,4.2693809616019166e-11,0.34490178758007933,0.501,0.289,7.678481659441047e-7
NCOR2,4.3195870687546525e-11,0.3888744142990803,0.445,0.255,7.768777343155243e-7
SYNGR2,4.6473196075514487e-11,0.3350578139915099,0.345,0.151,8.358204314181281e-7
NDRG2,4.6822598924768266e-11,0.3526846081450256,0.349,0.158,8.421044416619573e-7
SRSF11,4.832381109386958e-11,0.3711566457843193,0.54,0.332,8.691037425232443e-7
FLNA,4.8845185468912595e-11,0.3224452313110875,0.809,0.685,8.784806606583931e-7
MARCKSL1,4.909438464517482e-11,0.3465509133645206,0.893,0.799,8.829625078434692e-7
GPC1,4.9124742433391296e-11,0.3573584693014933,0.753,0.581,8.835084926645424e-7
SYT11,5.015685150626533e-11,0.2755335985682009,0.214,0.05,9.02070974340182e-7
GLG1,5.6700077165318716e-11,0.3347654920984183,0.581,0.376,1.0197508878182571e-6
PEA15,5.958877685793988e-11,0.34442305516044947,0.573,0.356,1.0717041517900488e-6
CAPN2,6.169079518062873e-11,0.3307515914999689,0.483,0.262,1.1095089513236076e-6
GNB1,6.689931981238535e-11,0.3286077697329224,0.777,0.641,1.2031842668257505e-6
RBBP7,7.107950457416038e-11,0.35847403031082176,0.408,0.208,1.2783648897662744e-6
CD81,7.319752419196903e-11,0.32308572325943663,0.933,0.852,1.3164574725925632e-6
NDUFA3,7.591888095897666e-11,0.3463702757636222,0.919,0.822,1.3654010740471954e-6
NEDD8,7.658816515408342e-11,0.3132977547659632,0.869,0.758,1.3774381502961903e-6
MGST3,7.773034044102388e-11,0.3526753252593172,0.757,0.624,1.3979801728318146e-6
CLCN5,8.589547020681404e-11,0.41229349389742476,0.524,0.346,1.5448300316695505e-6
NENF,9.533198418152165e-11,0.3414391652881394,0.463,0.258,1.714545735504667e-6
GSN,9.639556903766083e-11,0.3485888888790444,0.543,0.329,1.73367430914233e-6
GHITM,9.87711718365291e-11,0.3503048981141144,0.483,0.282,1.7763995254799758e-6
CRNDE,1.0030981253334426e-10,0.3371424502761721,0.335,0.148,1.8040719784121965e-6
LAMC1,1.0104376220974204e-10,0.3364157361524929,0.502,0.285,1.8172720633422106e-6
CALM2,1.0394214566206471e-10,0.3265131820111937,0.864,0.765,1.8693994897322337e-6
PITX2,1.0405574810089061e-10,0.3238957077042097,0.341,0.151,1.8714426295945178e-6
SPTB,1.0469596938849794e-10,0.35217679184961215,0.374,0.181,1.8829570094521354e-6
HSP90AA1,1.0659186426606754e-10,0.33210095703422104,0.846,0.768,1.9170546788252248e-6
SETD7,1.1971883461125474e-10,0.38461343019205874,0.471,0.275,2.1531432404834164e-6
UBL5,1.3344679005672304e-10,0.3087383470139975,0.961,0.906,2.400040519170164e-6
CA14,1.5341440312307181e-10,0.36169445244384063,0.329,0.144,2.7591580401684465e-6
GABARAPL2,1.5507460262989997e-10,0.35135392284633205,0.727,0.577,2.789016728298751e-6
APOC1,1.7267239152656943e-10,0.26640501355113333,0.193,0.04,3.1055129616053512e-6
LINC01405,1.792046551306917e-10,0.3413902366233752,0.303,0.121,3.2229957225254906e-6
MYL9,1.9352968004844107e-10,0.2510952941862151,0.203,0.047,3.4806312956712125e-6
MCL1,1.9992350185448816e-10,0.3244501961272176,0.354,0.168,3.5956241808529698e-6
MAN2C1,2.064553486194209e-10,0.3627235160197051,0.435,0.245,3.713099444920285e-6
HSF1,2.0691256584201846e-10,0.3522789071405212,0.416,0.225,3.721322496668702e-6
DDX3X,2.0920600620470156e-10,0.3219930400610852,0.568,0.372,3.7625700215915574e-6
CORO6,2.2029173495773854e-10,0.3084969450336539,0.262,0.091,3.9619468532149276e-6
FBL,2.498012681456214e-10,-0.3162012599871611,0.419,0.611,4.492675807599001e-6
COX8A,2.5709670078651e-10,0.30979477233207464,0.865,0.748,4.6238841636453825e-6
PARP6,2.66381905065527e-10,0.3707954427059996,0.385,0.198,4.790878562603503e-6
MTFR1L,2.8933134609921066e-10,0.3137334139926723,0.372,0.178,5.203624259594303e-6
UBA1,2.9456413332496125e-10,0.3744463334436081,0.713,0.567,5.297735937849428e-6
EIF4G1,3.108776509950681e-10,0.3155909380645666,0.561,0.352,5.5911345531462995e-6
REEP5,3.1299760749879965e-10,0.3348490237180526,0.452,0.255,5.629261970865912e-6
FGFR1,3.2630607064579686e-10,0.3741189390571896,0.52,0.336,5.868614680564657e-6
MAT2A,3.3046798950638166e-10,0.3239503514692307,0.741,0.584,5.943466791272274e-6
RPL27,3.391400759405117e-10,-0.2589954180605054,0.999,1,6.099434265790103e-6
CLSTN1,3.395109789701785e-10,0.3435507868340135,0.576,0.396,6.106104956778661e-6
LRRC75A,3.454557169583323e-10,-0.3015458243626712,0.46,0.691,6.213021069495607e-6
HSP90B1,3.560238351155287e-10,0.3387298009074926,0.833,0.755,6.403088674552784e-6
PRRC2B,3.6779472219124385e-10,0.2880581554280244,0.606,0.399,6.614788078609521e-6
RRBP1,3.694207717436145e-10,0.38980013711276906,0.555,0.386,6.644032579808907e-6
GAS6,3.918538358951351e-10,0.30719918132873203,0.281,0.107,7.047491238574005e-6
PACS2,4.064876976487242e-10,0.33138444488652485,0.529,0.336,7.310681242212305e-6
AKR1B1,4.337277908328029e-10,0.303104855990472,0.478,0.282,7.80059431812796e-6
COL4A5,4.834843058026482e-10,0.3079062031196642,0.303,0.124,8.695465239860628e-6
MYOM3,5.026360267288188e-10,0.43164785374475906,0.382,0.201,9.039908940717805e-6
SARAF,5.034968139237222e-10,0.32561251038977035,0.715,0.567,9.055390198418143e-6
SH3PXD2A,5.346151931688767e-10,0.37224193095155167,0.46,0.285,9.615054249142249e-6
NDUFV3,5.583574152531699e-10,0.32952215707635557,0.55,0.369,1.004205811332826e-5
ENC1,5.980618969882105e-10,0.3257792565997375,0.512,0.309,1.0756143217332965e-5
CDK2AP1,6.09237084005568e-10,0.3272954890471177,0.504,0.312,1.095712895584014e-5
WSCD1,6.181612570837756e-10,0.2949867068037658,0.274,0.101,1.1117630208651703e-5
RBFOX1,6.498154328323569e-10,0.3078488577408153,0.267,0.097,1.168693055948994e-5
REEP1,6.553795972144849e-10,0.32640874986808827,0.36,0.181,1.1787002055902512e-5
ETFB,6.711520189629507e-10,0.28808293215348924,0.274,0.104,1.207066906104867e-5
PDGFRB,7.448707877827481e-10,0.3727509078631248,0.488,0.289,1.3396501118272724e-5
LMO7,7.652707234060013e-10,0.2936863730148298,0.398,0.201,1.3763393960456932e-5
"NAP1L4",8.263294046577188e-10,0.3169564800887962,0.478,0.279,1.4861534342769073e-5
TNS1,8.31154429262857e-10,0.28021699592178995,0.275,0.107,1.4948312410292483e-5
GOLGA3,8.531191096616902e-10,0.3310200702638829,0.404,0.218,1.5343347187265498e-5
CACNA1H,8.741572162352375e-10,0.3258428178874945,0.346,0.168,1.5721717533990748e-5
SEPTIN3,8.75738243494387e-10,0.2827141116657884,0.324,0.144,1.575015230924655e-5
TRDN,9.362378743694735e-10,0.2799664829491172,0.275,0.107,1.683823817053498e-5
BAALC,9.49547642916156e-10,0.2792236086675468,0.262,0.094,1.7077614357847065e-5
LRP4,9.871774058299008e-10,0.3203391839657057,0.314,0.141,1.7754385643850766e-5
DCTN2,9.946459991090972e-10,0.29783053624874034,0.521,0.326,1.788870829397711e-5
GSTA4,1.0014553038306138e-9,0.27101598830947515,0.376,0.181,1.801117363939359e-5
SELENON,1.040968719075889e-9,0.2913044998900166,0.344,0.161,1.8721822412579863e-5
RER1,1.054383074081094e-9,0.2673497178725015,0.407,0.208,1.8963079587348476e-5
PTTG1IP,1.129578704827173e-9,0.3393042989869074,0.528,0.332,2.031547300631671e-5
SARS,1.1713534907503431e-9,0.31207874233533917,0.507,0.309,2.106679253114492e-5
RBM24,1.2304708083846692e-9,0.27919634144633043,0.417,0.225,2.2130017488798275e-5
CACNA1S,1.2520291525541778e-9,0.3607119469338136,0.434,0.255,2.2517744308686887e-5
SLC3A2,1.3823808474168537e-9,0.35098864660352364,0.403,0.218,2.4862119540792114e-5
HSPA8,1.3983379329765272e-9,0.2682568968165997,0.985,0.96,2.514910772458284e-5
RERE,1.4599400760651868e-9,0.33725909296054557,0.446,0.268,2.6257022268032385e-5
SNRNP200,1.4647117933802859e-9,0.31091025847927245,0.586,0.379,2.6342841603944442e-5
PLPP1,1.531429727260998e-9,0.3005135282854496,0.331,0.151,2.7542763644789047e-5
TPBG,1.5550539078168426e-9,0.3085962449263805,0.352,0.171,2.7967644532085914e-5
ISCU,1.5989538683418865e-9,0.2920610411441801,0.527,0.319,2.8757185322128827e-5
MIR1-1HG,1.6391339170021502e-9,0.2953122940208349,0.255,0.094,2.9479823497283673e-5
GPX3,1.6603290292668262e-9,0.2732211256006424,0.214,0.064,2.986101759136387e-5
ARL6IP4,1.6603642182280363e-9,0.3334790012856187,0.621,0.453,2.9861650464831233e-5
FAM168B,1.6746093637762628e-9,0.32553054180394714,0.513,0.332,3.0117849407516088e-5
CSAD,1.6836665682189057e-9,0.26109362370003847,0.253,0.091,3.0280743229417018e-5
CSNK1A1,1.7277377537044374e-9,0.3346976461678641,0.59,0.409,3.1073363500374304e-5
ZNF692,1.8325408548088325e-9,0.2759574786281368,0.271,0.104,3.295824727373685e-5
CIAO2B,1.8735761681635405e-9,0.31207387233345163,0.561,0.372,3.3696267384421276e-5
MYH7,1.916060698512379e-9,0.47259306231105164,0.379,0.211,3.446035166274513e-5
FAM50A,1.9193443912960837e-9,0.31040814189798194,0.367,0.188,3.451940887746007e-5
SDHA,1.9988188722006702e-9,0.29030486924030197,0.398,0.205,3.5948757416529054e-5
CLTC,2.001454257871939e-9,0.3112223929549909,0.654,0.483,3.599615482782682e-5
RBM39,2.013305952205506e-9,0.33551114629048717,0.752,0.604,3.620930755041603e-5
MGP,2.0368717074283627e-9,0.37523388449196826,0.941,0.889,3.6633137658099105e-5
ILF3,2.048435223247293e-9,0.34192765329596675,0.719,0.577,3.684110749010256e-5
EVL,2.093310427060728e-9,0.33414863638884684,0.71,0.581,3.7648188030687194e-5
NDFIP1,2.157502047138788e-9,0.2971224511477569,0.624,0.436,3.88026743177911e-5
ARFGAP1,2.1952032968080923e-09,0.36395395962596566,0.467,0.289,3.948073129309354e-5
LZTR1,2.238787650007795e-9,0.30817650266071905,0.271,0.111,4.026459588539019e-5
PWWP3A,2.262634384225122e-9,0.3051353151790818,0.323,0.148,4.069347940028882e-5
CSNK1E,2.2747575785478332e-9,0.3327930281395053,0.59,0.423,4.091151505018278e-5
SSBP4,2.295400638376919e-9,0.29264346853999335,0.56,0.362,4.128278048120889e-5
CALU,2.322831063777343e-9,0.3147428239697363,0.68,0.503,4.1776116682035515e-5
PRDX5,2.4695420020343994e-9,0.302174460976006,0.76,0.641,4.4414712906588674e-5
MSRB2,2.4886044733288016e-9,0.3117750104189644,0.408,0.225,4.4757551452818493e-05
TOM1L2,2.525251719057179e-9,0.2589844000244233,0.267,0.104,4.5416652167243366e-5
VCAN,2.544027658905276e-9,0.32927499510072433,0.869,0.762,4.5754337445411385e-5
NREP,2.5760969511443896e-9,0.28422676715523143,0.929,0.893,4.633110366633185e-5
RTL8C,2.6283428089065747e-9,0.31784982507385773,0.856,0.799,4.7270745418184744e-5
FIS1,2.8596280948489885e-9,0.33071399787498357,0.7,0.56,5.1430411285859056e-5
ARHGEF7,2.8975692604277603e-9,0.30107868539187443,0.397,0.218,5.211278314879327e-5
ACAP3,2.9457103627382306e-9,0.32962289192495675,0.387,0.208,5.297860087384708e-5
SRSF2,3.05390590076157e-9,0.32171695557323987,0.67,0.527,5.492449762519684e-5
MIR503HG,3.068788590196244e-9,0.37068767099116884,0.634,0.463,5.5192162794679446e-5
BEX2,3.0739324087724054e-9,0.2652009770156583,0.312,0.138,5.528467437177171e-5
PHLDA3,3.121443931208495e-9,0.3166783477164565,0.33,0.161,5.613916910278478e-5
CHMP2A,3.1449589389916632e-9,0.30559718722946483,0.431,0.252,5.6562086517765064e-5
DCXR,3.1553683761200397e-9,0.3351330062171253,0.393,0.221,5.674930024451891e-5
KIF1A,3.1686158834581063e-9,0.25261401635768577,0.366,0.178,5.698755666399404e-5
APOE,3.2276995785981358e-9,0.40327600346317916,0.655,0.507,5.805017692108747e-5
ATP5MC1,3.278532121768606e-9,0.2987541878371315,0.645,0.46,5.8964400210008376e-5
TRO,3.5227664787923195e-9,0.29044528989038887,0.552,0.349,6.335695512107986e-5
HSPG2,3.562468254197287e-9,0.333108623795624,0.57,0.393,6.40709915517382e-5
MUSK,3.6565198608559854e-9,0.2538101865090704,0.233,0.081,6.57625096974949e-5
NCSTN,3.7106997941245133e-9,0.2981812598049377,0.34,0.164,6.673693579732938e-5
ACO2,3.7137862272998767e-9,0.2875697260230755,0.457,0.265,6.679244529798828e-5
LINC00342,3.729656508013943e-9,0.3672027515043138,0.306,0.148,6.707787229663077e-5
ASAH1,3.760654872556261e-9,0.297566562292064,0.473,0.282,6.763537788292436e-5
NPDC1,3.859837495830183e-9,0.2922929744985193,0.558,0.372,6.941917736250585e-5
MAPK8IP3,4.265854116788973e-9,0.3000421958057724,0.419,0.232,7.672138629044967e-5
FAM3C,4.871479252790268e-9,0.3426410316440366,0.432,0.258,8.761355436143297e-5
VEGFB,4.929822682675722e-9,0.28904207304387375,0.486,0.292,8.866286094792286e-5
MAPRE1,5.183865497157292e-9,0.33590677383015644,0.57,0.393,9.323182096637389e-5
NOTCH1,5.199614464700286e-9,0.3303579903543622,0.419,0.245,9.351506614763465e-5
BIN1,5.395233307927603e-9,0.31882266755632305,0.902,0.832,9.703327104307793e-5
LUC7L,5.582192038807748e-9,0.31962861699581113,0.489,0.302,1.0039572381795736e-4
CTDNEP1,5.593296617772714e-9,0.3208852377340797,0.45,0.268,1.0059543967064227e-4
CACNG1,5.6863123623706415e-9,0.3769148107791853,0.412,0.242,1.0226832783723599e-4
SGCB,5.816485852600249e-9,0.2544899423841821,0.337,0.158,1.0460949805901547e-4
RGL2,6.041928563173294e-9,0.2976320753152977,0.345,0.171,1.0866408520867169e-4
DDB1,6.0739186582212174e-9,0.3184054862839706,0.673,0.5,1.092394270681086e-4
NDUFA6,6.267386307550666e-9,0.2980196894411895,0.726,0.574,1.1271894274129872e-4
COX4I1,6.345766572996234e-9,0.26176313473109936,0.984,0.966,1.1412861181533727e-4
QKI,6.5087592356105505e-9,0.2670767415470823,0.714,0.523,1.1706003485245575e-4
CDK5RAP3,6.54393151495184e-9,0.3662752715360867,0.464,0.295,1.1769260829640885e-4
AARSD1,6.7608922565672744e-9,0.2766705468990697,0.271,0.114,1.2159464723436243e-4
SERPINH1,6.833733679147082e-9,0.3350953488323529,0.88,0.826,1.2290470021946026e-4
MDH1,6.8945810922697866e-9,0.34661720476626834,0.615,0.46,1.239990409444721e-4
EIF5,6.98198771932957e-9,0.3092633180925555,0.536,0.349,1.255710491321423e-4
PAXX,7.0132196047706444e-9,0.3055697610444188,0.357,0.188,1.2613275459180003e-4
PSEN2,7.035536883087842e-9,0.2543042083108542,0.261,0.104,1.2653413084233483e-4
VAPA,7.143064605331577e-9,0.2957433812665337,0.431,0.248,1.284680169268884e-4
MT-ND1,7.191423091493331e-9,0.27954021444815647,1,0.997,1.2933774430050758e-4
MPDZ,7.47591337637447e-9,0.28557586455597334,0.258,0.104,1.3445430207409485e-4
MARCH6,7.49505168367174e-9,0.30384020841560266,0.59,0.423,1.3479850453083624e-4
PRKAR1A,7.763175381391415e-9,0.27691492485608193,0.651,0.48,1.396207092343246e-4
ATP2B4,7.904708309765542e-9,0.2962338185105521,0.378,0.205,1.4216617895113328e-4
ADGRB2,8.039800968674686e-9,0.28023213372846273,0.268,0.111,1.445958204216142e-4
HES4,8.132359686649133e-9,0.2762672190904887,0.325,0.154,1.4626048896438466e-4
RUFY3,8.203418102733126e-9,0.30834364931917924,0.399,0.228,1.4753847457765526e-4
GDI1,8.278904397786792e-9,0.34320472947084724,0.631,0.5,1.4889609559419546e-4
PPP1R14C,8.533030424619755e-9,0.280201489857875,0.24,0.091,1.5346655218678628e-4
PRCP,8.545447505805698e-9,0.2906868276341267,0.348,0.178,1.5368987339191547e-4
C4orf54,8.652562377186555e-9,0.2780538862203188,0.292,0.131,1.5561633435370019e-4
NCAN,9.000846189740538e-9,0.27453646034328455,0.199,0.06,1.6188021872248358e-4
CNN3,9.141309209864658e-9,0.29237836741593837,0.837,0.728,1.6440644613941588e-4
CYB5R3,9.15829183523525e-9,0.30142674950753845,0.491,0.302,1.64711878656706e-4
DKK3,9.318726385158541e-9,0.2763250527592255,0.342,0.168,1.6759729403707636e-4
HS6ST1,9.62030195400873e-9,0.2772548065475221,0.276,0.117,1.73021130642847e-4
HSPA5,9.791893650252389e-9,0.2988182597677327,0.809,0.664,1.761072072997892e-4
PEBP1,9.850036213715704e-9,0.2733380791592941,0.806,0.681,1.7715290130367693e-4
CACNA2D1,1.0398891037798855e-8,0.334798551840131,0.34,0.178,1.870240553148124e-4
AGAP3,1.0460627644931065e-8,0.29065450459373404,0.412,0.235,1.881343881940852e-4
NGRN,1.0960601994643658e-8,0.2882713197790341,0.68,0.513,1.9712642687366619e-4
HRAS,1.1022546391610466e-8,0.2871925493219678,0.44,0.255,1.9824049685311423e-4
NECAB3,1.1365237193277697e-8,0.28023213372846273,0.273,0.117,2.044037909210994e-4
MICU1,1.1566661206093563e-8,0.2938347740517859,0.327,0.164,2.0802640179159274e-4
SNHG14,1.2334849406141724e-8,0.31165376994424543,0.72,0.594,2.2184226656945892e-4
"NASP",1.2732919892538839e-8,0.3283129603005309,0.553,0.376,2.2900156426731102e-4
ENY2,1.3240880535270855e-8,0.29345656064264936,0.506,0.329,2.3813723642684634e-4
ROMO1,1.36015425948793e-8,0.2764628963656117,0.841,0.748,2.446237435689042e-4
JTB,1.4042329272795239e-8,0.27034846603002183,0.56,0.362,2.525512919712224e-4
STXBP1,1.430400021692738e-8,0.25980422583389234,0.289,0.128,2.5725744390143893e-4
NDUFB8,1.5200600437001284e-8,0.29977053315230173,0.679,0.54,2.7338279885946807e-4
CTTN,1.5863464859513118e-8,0.2759808157689012,0.473,0.285,2.853044154983434e-4
STAT2,1.6209321396844087e-8,0.30101435769881135,0.353,0.185,2.915246453222409e-4
TMEM94,1.6825734999305823e-8,0.27560275933223094,0.326,0.158,3.0261084396251525e-4
VPS25,1.7014454677908968e-8,0.2584235657993554,0.316,0.151,3.0600496738219276e-4
HSPE1,1.7172824629787583e-08,0.2771207288059552,0.837,0.695,3.0885325096672965e-4
RIMKLB,1.735396121761323e-8,0.30586300437240277,0.357,0.195,3.1211099249877397e-4
FLII,1.7486819941882087e-8,0.26813229202524363,0.313,0.151,3.1450045665474933e-4
RNPS1,1.766538633676341e-8,0.2759925886906873,0.75,0.617,3.1771197326668993e-4
MIAT,1.7700788115720264e-8,0.2574898093447956,0.234,0.087,3.1834867426122897e-4
GPRC5B,1.819579804517997e-8,0.31596776842870183,0.375,0.211,3.272514278425618e-4
TP53BP1,1.8377540384616303e-8,0.268978369020979,0.338,0.171,3.305200638173242e-4
NPEPL1,1.8468442749787615e-8,0.33184546491363975,0.443,0.268,3.3215494285493023e-4
NOTCH3,1.883863063635087e-8,0.35570264905820637,0.673,0.537,3.3881277199477043e-4
MFGE8,1.8898663586495732e-8,0.26610663622782116,0.34,0.171,3.398924646031257e-4
CRMP1,1.89997550357678e-8,0.28449272623809163,0.542,0.362,3.417105943182839e-4
FEZ1,1.993045474298346e-8,0.2799664829491172,0.251,0.101,3.584492285525575e-4
HNRNPU,2.047904314463521e-8,0.27990960767509687,0.793,0.671,3.6831559095626426e-4
ARFGAP2,2.1129765903471595e-8,0.33031111579832984,0.378,0.218,3.800188397739366e-4
MRC2,2.276583601371249e-8,0.304160874783708,0.451,0.279,4.0944356070661916e-4
APP,2.2808158085279878e-8,0.27983184124479443,0.806,0.708,4.102047231637586e-4
PTBP1,2.316770885414171e-8,0.2925788475890123,0.594,0.413,4.166712437417387e-4
SGTA,2.380006017187494e-8,0.2752497343544855,0.499,0.326,4.280440821911708e-4
SLC4A2,2.3832097926661773e-8,0.3234137489666845,0.432,0.265,4.28620281211012e-4
KRT10,2.3867833950611176e-8,0.2868055993304609,0.668,0.497,4.29262993601742e-4
TRA2B,2.506049930421965e-8,0.2757202420330058,0.514,0.342,4.507130799863904e-4
KAT2A,2.5633726214109854e-8,0.328716779569424,0.371,0.211,4.610225659607657e-4
PIDD1,2.6580158696049415e-8,0.25274507384283307,0.223,0.081,4.7804415414844873e-4
APC2,2.6704926914791397e-8,0.2601812931885807,0.264,0.111,4.8028811056252327e-4
YWHAQ,2.718053911893604e-8,0.3098562168623462,0.775,0.705,4.888419960540647e-4
RPN2,2.7268484799553295e-8,0.27557460283042035,0.625,0.446,4.90423699119966e-4
AAMP,2.775303773016008e-8,0.31492272050906417,0.448,0.282,4.991383835769291e-4
SEC61A1,2.9184101526651262e-8,0.3066966420167656,0.63,0.456,5.24876065956823e-4
OLFML2A,2.918686514822388e-8,0.27721855116643035,0.325,0.164,5.249257696908065e-4
GRINA,2.9590199725019535e-8,0.31820836940438313,0.679,0.54,5.321797420544764e-4
COA3,2.986557219624298e-8,0.29450495768663737,0.453,0.282,5.3713231594943e-4
GLUL,3.1090208949773685e-8,0.2808722181314106,0.427,0.262,5.591574079616798e-4
PRPF8,3.429451129689171e-8,0.29785385549340393,0.542,0.379,6.167867856745973e-4
ABLIM1,3.563462406551612e-8,0.2862516026327217,0.319,0.161,6.408887138183075e-4
ATP5PF,3.5766311307577304e-8,0.26378006662607234,0.936,0.909,6.432571088667778e-4
USP9X,3.659448558599138e-8,0.28058870391724855,0.369,0.205,6.58151823264055e-4
STRA6,3.667356515877669e-8,0.28570541767118285,0.335,0.174,6.595740693805987e-4
PPFIA4,3.7012225887204176e-8,0.27419930686763655,0.297,0.141,6.656648825813671e-4
RTN3,3.8265826281555106e-8,0.3223874669003217,0.539,0.393,6.882108856737686e-4
GAK,3.8340664741799133e-8,0.2841641325125975,0.298,0.144,6.895568553812574e-4
PPP2CB,3.9679487476792875e-8,0.27527927870681795,0.432,0.262,7.136355822701198e-4
EIF4E2,4.007640269163663e-8,0.3060256068686275,0.452,0.289,7.207741024090848e-4
TUBB3,4.095403134129019e-8,0.295043560660481,0.549,0.389,7.365582536731041e-4
PLAGL1,4.2577588087660115e-8,0.29167752219030246,0.319,0.161,7.657579217565672e-4
DNM3OS,4.294296103786192e-8,0.34679923858689865,0.454,0.295,7.723291542659467e-4
GRAMD1A,4.423652067552175e-8,0.26077777603823943,0.321,0.161,7.955938243492587e-4
ARHGDIA,4.8274722803582034e-8,0.27608120360063126,0.507,0.332,8.682208896224229e-4
UQCRC1,5.024927338970176e-8,0.2858271791340786,0.485,0.322,9.037331819137861e-4
MYDGF,5.2742903215995714e-8,0.2873701394317486,0.404,0.235,9.485811143396829e-4
TPM2,5.318380952804784e-8,0.30311165850498867,0.999,0.99,9.565108143619404e-4
AKT1,5.378786040336562e-8,0.2860309590491603,0.516,0.349,9.673746693545307e-4
XPO1,5.391957205940513e-8,0.2864059503835895,0.488,0.319,9.697435034884013e-4
ABR,5.443835090124328e-8,0.258799213573891,0.278,0.128,9.790737409588605e-4
BCL2L1,5.455782882175645e-8,0.2889252981811372,0.308,0.158,9.812225513592897e-4
ERI3,5.462933630575127e-8,0.287431087551464,0.382,0.215,9.825086134589366e-4
P4HB,5.476206261371269e-8,0.256534686999218,0.817,0.742,9.848956961076227e-4
TRPC4AP,5.5535848892111465e-8,0.26668756698475415,0.344,0.185,9.988122423246247e-4
HMGN1,5.667239256646686e-8,0.2869947751113793,0.869,0.815,0.0010192529803079065
TRIM54,5.770078522315321e-8,0.2997850696351084,0.361,0.198,0.0010377486222384105
UNC45B,5.830591930539002e-8,0.33630281364838066,0.419,0.268,0.0010486319587074396
LHFPL6,5.870893064930059e-8,0.28125669879941567,0.33,0.171,0.001055880117727671
PFKL,5.9197303761952456e-8,0.2804539639522972,0.445,0.272,0.001064663508158715
